TAID,Class,BCUTs-1l,NsssCH,BCUTi-1l,Xc-6d,BCUTpe-1l,Xc-4d,ATSC1d,ATSC1p,PEOE_VSA1,ATSC4v,PEOE_VSA9,AATSC1d,AATSC0i,BCUTd-1h,SlogP_VSA5,AXp-1d,ATSC1dv,BCUTZ-1l,SpMax_A
TOX-2115,0,1.236336505119161,1,10.942868900701503,0.0,2.231000385774995,0.0,9.413580246913575,0.4965541413133923,10.633577208012662,-281.6384955,0.0,0.2477257959714099,1.5038238619850883,3.245877051956944,22.60826052125238,0.4377010097711745,27.17283950617285,5.6818167626396585,2.4581220634508343
TOX-2128,0,1.260056207149339,1,10.94817359254862,0.0,2.2373253333418237,0.0,11.245577523413097,-0.723201421,9.883888251797686,-357.8101505,17.075242264380485,0.1703875382335317,1.520352043676518,3.270884595668284,23.58956543546796,0.4386896204356586,51.96462018730487,5.687614975606644,2.440968110729868
TOX-2183,0,1.3851489449338918,0,10.954388444128307,0.0,2.241700902,0.0,7.000000000000002,-0.808115931,15.370440161812713,-975.4528248,5.563451491696996,0.1891891891891892,1.375444095482585,3.136200904256253,24.205463075150064,0.4804843386939166,46.05405405405406,5.6931553785715465,2.261315587878944
TOX-2241,0,0.2989432095793552,0,10.319772041853367,0.1020620726159657,2.241365132978897,0.2041241452319315,2.317602040816325,-0.499382794,5.733667477162185,-164.2925558,4.895483475517775,0.079917312,1.7464159828158192,4.043805980294692,0.0,0.4487398237569308,-15.47222222,5.699276169786402,2.3702392260592378
TOX-2363,0,1.1673468732508063,4,10.933095991098336,0.0,2.216711283654488,0.0,13.421875,-0.118300126,9.843390348640757,-954.2688943,18.730464646642098,0.2631740196078431,1.441226122768325,3.253705367575711,24.509061125297315,0.4335940702984003,44.296875,5.670063242299073,2.49494813
TOX-2437,0,1.421948837217225,0,10.960821217812988,0.0,2.2482881848832785,0.0,15.07698961937716,-1.316478466,4.899909730850477,-604.9450548,11.381314269532025,0.4307711319822045,1.5100515003606916,3.323543189454535,5.693927994848461,0.4464767366782882,71.41868512110726,5.699555810621489,2.500353985013221
TOX-2441,0,1.3924661134407128,0,10.95526479432842,0.0,2.244550999407368,0.0,4.372781065088755,-0.378747873,10.216698334856808,-263.549137,13.08951281182515,0.1066531967094818,1.5531359408566856,3.1321272090019177,5.563451491696996,0.4507189199078165,24.411571334648244,5.694806208237426,2.3266226996562573
TOX-2592,1,1.3529781041739029,0,10.9336614871758,0.0,2.217075412516151,0.0,12.75,-1.305447042,14.953561288656855,-475.5507232,17.687034173826177,0.2318181818181818,1.4120220956436629,3.2515684598390795,43.97084352069271,0.4688231464558371,80.41975308641975,5.670530783212217,2.429992918527174
TOX-2728,0,1.233046166760329,2,10.954865372144903,0.0,2.243884545509532,0.0,3.75,-0.276411951,10.05365155780638,176.4622642044788,5.563451491696996,0.087209302,1.3509223787283509,3.1363451867217464,49.38583399008949,0.4627010097711744,39.33560090702947,5.694486577116027,2.253229607830346
TOX-2769,1,1.183385604662082,1,10.952503637162392,0.0416666666666666,2.2396688760691186,0.1020620726159657,10.890625,-2.329648899,28.57750797089246,-1373.835908,24.50159175893136,0.16015625,1.460227636198561,4.0251364065955695,12.48718869138762,0.4353863475486633,73.50930748456798,5.693657964887661,2.5079027220553542
TOX-3309,0,1.3047189329968267,0,10.935661456974032,0.0,2.223725981363499,0.0,12.976204640095183,-0.04663072,9.843390348640757,-982.8263788,19.047319881819803,0.3017722009324461,1.4106767968059002,3.321905353,21.615368162314272,0.4414045427989075,55.81452104493946,5.674805698035829,2.544120707729558
TOX-3498,0,0.6173189497444143,3,10.337826382305336,0.068041382,2.2440776628614616,0.2041241452319315,10.379535990481862,0.98654178421663,15.323225729697514,263.83786290475007,6.4208216229260096,0.2413845579181828,1.5410585396311742,4.023074811816813,19.410925891078243,0.4323747054077453,42.51973031925443,5.694165269939193,2.6299652967066613
TOX-3501,0,0.6100215092541325,2,10.311394107645748,0.0,2.2787505891207416,0.0,8.306122448979597,1.1546742557067382,15.160178952647088,-227.9614423,6.4208216229260096,0.1887755102040817,1.6286207500630734,3.270638863815498,11.800884393391923,0.4421399233253471,46.96044343663392,5.736933803737372,2.571841780180594
TOX-3948,1,1.246032851148874,1,10.986814492735856,0.0,2.2678307542461944,0.0,5.059171597633134,-0.657602719,0.0,-55.72192906,0.0,0.1873767258382642,1.4855559434748982,3.161502346700607,24.446935566696972,0.4520776998239804,23.301775147928996,5.722505762585716,2.342923082777169
TOX-3962,0,1.3833201865795308,0,10.954412017914516,0.0,2.241574425193404,0.0,7.000000000000004,-0.41259726,15.950365812018994,-999.4307386,0.0,0.1842105263157895,1.413023532,3.136200904256253,24.205463075150064,0.4804843386939166,40.42105263157896,5.693071288373129,2.261315587878944
TOX-4143,0,1.2624792779412566,1,10.943722686116557,0.0,2.2323697910296576,0.0,6.404958677685948,0.6873996266909148,5.106527394840706,-341.599931,5.917906046161393,0.1883811375789984,1.3695462547836847,3.178895918421369,34.326534905014825,0.4546112076437507,28.518824609733706,5.683297899794951,2.3608497219832394
TOX-4179,1,1.3750532965164444,0,11.065531383050777,0.0,2.3354249515865275,0.0,2.0,-0.084854827,10.717645998109392,-43.31358076,6.3273200747645415,0.1176470588235294,1.4893246580094388,3.0535754877815484,5.693927994848461,0.4914814565722671,10.000000000000004,5.795917620260463,2.1648426985366678
TOX-4212,0,1.359878610714914,0,10.93664890812333,0.0,2.224430929568206,0.0,6.1599999999999975,1.1332203211396088,15.82417339,-436.267812,0.0,0.2369230769230768,1.5178696111629495,3.2410847349013663,5.563451491696996,0.4506329821635629,16.977600000000002,5.675651494974482,2.41386247407232
TOX-4378,0,1.3804739349849833,0,10.954726285840136,0.0,2.243478489262856,0.0,8.681449432125474,-2.17086122,14.536682415501003,187.33499290715403,7.109797541277533,0.1973056689119426,1.503320217072491,3.131487583090771,5.563451491696996,0.4629941749091649,54.50081124932395,5.694226397253312,2.311716696250932
TOX-4437,0,1.814777885094964,0,11.238006514735083,0.0,2.469607747176036,0.0,0.4375,-1.300820414,4.899909730850477,307.429373659282,0.0,0.039772727,1.1847599844452423,3.0220175548482056,0.0,0.5675139025074155,11.88888888888889,5.958909344255608,1.847759065022574
TOX-4453,1,1.338814635,0,10.930260399712113,0.0,2.219074799000841,0.0,3.144168962350779,-1.016631648,4.899909730850477,279.59032490586384,13.08951281182515,0.092475558,1.4122946885394203,3.124628780012423,25.68328649170404,0.4600108340816336,30.48852157943068,5.669535049927556,2.261098966035472
TOX-4726,1,1.240780867396773,2,10.946458295312992,0.0,2.2359676580360874,0.0,8.081632653061229,-0.497532432,4.736862953800049,79.60943048331745,0.0,0.1584633853541417,1.396194709191752,3.194282044070185,36.81018947509803,0.4528918555953333,44.60724698042483,5.686136188498759,2.3861362643887927
TOX-6026,0,1.4267532232218345,0,11.249994791897883,0.0,2.477985456924617,0.0,0.4285714285714306,-0.827555966,0.0,423.3517733895112,0.0,0.0204081632653062,1.0274953595161225,3.136458781065818,0.0,0.4609060905280621,29.142857142857142,5.962823843995917,2.358294471182264
TOX-6578,0,0.2599451176500373,0,10.200916311328712,0.0,2.079635817642192,0.1767766952966369,5.307692307692308,-0.738042249,13.571241485135452,-457.2091842,4.923311048817671,0.2041420118343195,1.638050826592514,4.029451498726968,0.0,0.469009316136551,15.4074074074074,5.698986314,2.3196059296062344
TOX-7173,1,1.0689175011967351,9,10.97600124555611,0.5358934516931788,2.2643608326382623,0.3219752754296894,26.99999999999997,1.6374189921575286,34.316986424016264,-3241.083575,24.072146582119352,0.317647058823529,1.284780558190718,4.118300632352544,83.61914212033834,0.4180427072805848,79.90312499999997,5.715626273435066,2.674687875888086
TOX-7177,1,1.0512765177597254,11,10.954864997733456,0.3839267210006766,2.2438839292851465,0.3529650639515844,48.34375,0.2421627428010523,44.11042434836307,-412.9094979,30.48223261945482,0.5142952127659575,1.2967662603238386,4.048642603899794,30.12336912131146,0.4197819901644365,82.78925619834718,5.694486202023956,2.8648885795623875
TOX-7431,1,1.063732082155027,9,10.989222857039122,0.7610266837675534,2.277876379176176,0.4012929288806347,29.1630848955952,1.9654455230501768,44.53776301967549,-3031.532454,28.82502486686076,0.3391056383208743,1.2606259389002363,4.120678693554503,71.63486900571534,0.4179189011479313,70.63450693491842,5.728800839807452,2.698748033226681
TOX-7604,0,1.250979414396208,1,10.954865743708943,0.0,2.2438861870529707,0.0,5.25,-0.848239941,9.636772684650529,-550.0904433,12.170333456209914,0.1220930232558139,1.3509223787283506,3.1362123428739634,42.965012367163474,0.4635428473914548,41.71655328798187,5.694487050124286,2.2495003742110256
TOX-8144,1,1.2331617625925624,1,10.933358073025923,0.0,2.217230026,0.0,7.030176899063478,-0.164379166,19.787591098866056,326.0356629103342,5.386224214464796,0.1081565676778996,1.420118822222434,3.2455375334142853,38.524929737556064,0.4481906624514589,67.97398543184178,5.672344796248935,2.4387089229463186
TOX-8478,0,1.154014447812704,5,10.932140076052017,0.0,2.214642086,0.0,15.460905349794242,2.8013594720037096,59.84962339821979,46.41248269908426,6.606881964512918,0.2712439535051621,1.3078896447763435,3.322337018859924,0.0,0.433616765223155,-1.551440329,5.670945091858269,2.5386504520260558
TOX-9035,0,1.2600255364381414,1,10.947799494116111,0.0,2.2364656444036743,0.0,7.578765432098772,-0.646058917,4.899909730850477,-93.66109999,6.041840829147961,0.161250328342527,1.435077198,3.1923688450193106,23.58956543546796,0.4473826434590784,30.70874561804603,5.687552154010909,2.402016136474372
TOX-9371,1,0.2957851312901471,0,10.463190930596122,0.0,2.1329322993125994,0.1767766952966369,5.307692307692308,-4.67776348,4.5237471617118175,-122.9090922,4.923311048817671,0.2041420118343195,1.4505485039747628,4.029451498726968,0.0,0.469009316136551,3.259259259259256,5.698986312933791,2.3196059296062344
TOX-9974,0,0.6029203106840456,0,10.305097748823313,0.0,2.227623601188617,0.0,10.60355029585799,0.9688635838402276,4.899909730850477,578.5581223378416,4.209179178,0.2586231779477558,1.5947240598320438,3.234395329513758,23.111176098016998,0.4433645543374314,32.21973847614872,5.677820756199734,2.4582595776844984
TOX-10009,0,1.3046986066245974,0,10.954388438946175,0.0,2.239938505465647,0.0,6.876149269875607,-0.675732508,4.567099647791355,196.72135607291335,17.57815784,0.149481505866861,1.5205901971015343,3.269066971518229,24.229499235548943,0.4343394744493735,43.75195801534365,5.694040467,2.4741703869444898
TOX-11508,0,0.2957846650630856,0,10.463190164897076,0.0,2.1329288571004845,0.1767766952966369,8.068965517,-4.647687937,4.5237471617118175,-275.2754868,4.923311048817671,0.2782401902497028,1.426202173523562,4.029453445580373,5.563451491696996,0.4655783918063397,16.50446998722861,5.691708826372415,2.356515792433707
TOX-11529,1,1.0485557172208064,4,10.985026977618036,0.4821986544183948,2.2740805883057327,0.2165063509461096,26.289940828402365,-0.665847899,24.05397921,-1782.820015,18.12583882,0.4779989241527703,1.272215180649416,4.1582297486860496,40.53659204461451,0.4198963300576847,85.92899408284025,5.724649587429517,2.8071967471477137
TOX-11911,0,1.427256336614222,0,11.250868985393495,0.0,2.4783811097828408,0.0,0.5714285714285745,-1.103407954,0.0,609.6582920564255,0.0,0.0204081632653062,1.0274953595161225,3.139127954049226,0.0,0.4609060905280621,38.85714285714286,5.963464788,2.358294471182263
TOX-12022,0,1.3913537951474586,0,10.947719263896872,0.0,2.2345012278435044,0.0,11.44444444444444,-0.581964082,14.580253302440804,-935.8613597,20.43419566209038,0.286111111,1.5274438638679413,3.2716349285798123,26.27942884323463,0.4631566944127818,46.78369493754111,5.686736945357701,2.412720778692775
TOX-12399,1,0.2906161647278772,0,10.453877310052366,0.0,2.1170415306336423,0.1767766952966369,4.667355371900827,-2.26950202,9.047494323423637,-608.4005284,17.69210304079851,0.1037190082644628,1.4485806336350815,4.029467954728279,18.90801031431363,0.4608714859355944,22.178553208856243,5.694147067754534,2.3351884794324147
TOX-12400,1,0.2906156986484319,0,10.45387683,0.0,2.117043705067355,0.1767766952966369,4.861928474422816,-2.231735074,9.047494323423637,-545.1860804,17.69210304079851,0.1012901765504753,1.4354147339561196,4.029468773066064,25.32883193723964,0.4623764287842254,24.92747402601033,5.694132360371974,2.333333210529952
TOX-12402,1,0.2906173961612412,0,10.453879197474627,0.0,2.1170448071501977,0.1767766952966369,6.0,-2.385958086,9.047494323423637,-122.9080654,17.69210304079851,0.15,1.381659021814499,4.029462838162259,33.10993926815928,0.4752074529092408,32.16296296296295,5.698986310497833,2.3321845489939648
TOX-12403,1,0.2906164330835381,0,10.453878095137714,0.0,2.117044265828104,0.1767766952966369,6.130434783,-2.349341481,9.047494323423637,-51.97675556,17.69210304079851,0.1332703213610586,1.3600234233577075,4.029464500452595,45.95158251401129,0.4774613208265826,34.51851851851852,5.698986310267422,2.332410866275227
TOX-12567,0,1.2331620846342195,2,10.954364976810911,0.0,2.2437832019023847,0.0,3.856496152,0.4544267463711769,15.740104602853368,-74.15733858,0.0,0.08034367,1.3665392256706888,3.1635986460556427,50.19234761700136,0.4668571339922316,23.74784971,5.694018855751933,2.2712317743718216
TOX-12701,1,0.290616855109526,0,10.45387825897294,0.0,2.117023881,0.1767766952966369,4.444973230220105,-2.312582869,9.047494323423637,-595.7427481,17.69210304079851,0.1058326959576215,1.4633793675667843,4.029467511,12.48718869138762,0.4592411311829108,19.04257459918772,5.694245860219526,2.3406946307458107
TOX-12967,0,1.173304089,3,10.953921508812714,0.0,2.2419122473453936,0.0,1.0697674418604646,0.6774459511162779,20.26670634748779,-321.4754478,23.80679512381765,0.0248783126014061,1.3298687230470558,3.163047099887121,24.509061125297315,0.4671099503955036,29.10077519379845,5.6928774821038965,2.3431185716897387
TOX-13008,0,1.180355305243258,1,10.94617773582009,0.1642664266089148,2.235317729385336,0.096225045,11.812799999999996,-0.115757746,9.843390348640757,-69.91131539,0.0,0.2271692307692306,1.387940376618249,4.033830966659949,30.892283428936636,0.4496745796023372,50.61919999999999,5.685810549340877,2.4800369007572782
TOX-13622,1,1.371439284068914,0,10.954010919998048,0.0,2.242989336351858,0.0,4.888888888888888,-0.654249745,10.05365155780638,-580.0388333,7.109797541277533,0.1810699588477366,1.3673266704201903,3.0610415527657997,5.563451491696996,0.4886419420963561,24.0,5.693611747390638,2.224278004764795
TOX-13730,0,1.3798128106194991,0,11.155398889364116,0.0,2.4278802150731247,0.0,-1.840277778,-0.758760716,9.675177167473269,-388.27462,0.0,-0.080012077,1.0055639702219996,3.1228386101938685,0.0,0.4953618740217693,44.30555555555556,5.888552332947655,2.166454523461748
TOX-15390,1,1.3425383876973478,0,10.954388360321204,0.0,2.2417008479837426,0.0,7.000000000000002,-0.852430887,15.370440161812713,-29.43282188,12.170333456209914,0.1346153846153846,1.3291430486791187,3.136218780311235,56.30957118978011,0.4849197162634811,52.000000000000014,5.693155323681639,2.260163742662054
TOX-15512,0,1.3833207049541725,0,10.98554916541827,0.0,2.266085019234373,0.0,6.000000000000004,-1.190199411,10.216698334856808,-974.0020687,0.0,0.1714285714285715,1.4297380668182813,3.135813515365628,24.205463075150064,0.485899182,41.142857142857146,5.721396152376243,2.230131143176164
TOX-16413,0,0.2977825657981108,0,10.46189141,0.0,2.1302053761344477,0.3535533905932738,0.8263888888888878,-3.48150476,20.42040041351761,-730.460116,6.606881964512918,0.035929952,1.2648082493674926,4.027542990471689,0.0,0.4842896201781226,-22.17009602,5.891694269210313,2.156639378509346
TOX-16509,1,1.134652942513038,0,11.033635000196972,0.0,2.322094057114404,0.125,3.428571428571426,0.5849380080000026,10.213054789681411,-144.2235393,6.4208216229260096,0.1224489795918366,1.1955949957623813,4.019925431629665,38.524929737556064,0.4736890977002297,12.285714285714274,5.773198522030938,2.3344142183389778
TOX-16577,0,0.6100527584160328,0,10.311411180940988,0.0,2.2485935328582944,0.0,6.1717451523545686,-0.275624596,9.799819461700954,264.73073111662507,6.544756405912575,0.1582498757013992,1.5605109504349983,3.131360157061503,4.877147193701299,0.4607379050222889,23.55555555555557,5.699628649106791,2.303859704048619
TOX-17205,0,1.235473102264972,1,11.060624029410269,0.0,2.3492307415974896,0.0,0.2000000000000021,-0.258965312,9.843390348640757,142.31609531257843,12.84164324585202,0.006666667,1.218988929396194,3.0482324416542403,44.94575136048208,0.4772528964537182,33.2,5.800205646486261,2.1975982999088624
TOX-17492,1,0.2906149948344185,0,10.453876438005205,0.0,2.117043180723205,0.1767766952966369,6.272727272727277,-2.309396094,9.047494323423637,21.296496935365365,17.69210304079851,0.1140495867768595,1.336380045573866,4.029467000450809,65.21404738278933,0.4801659623273927,37.08821549,5.698986309919007,2.332435887423675
TOX-17838,0,1.1321812240037192,0,11.05897965411827,0.0,2.344849451491569,0.125,4.127423822714681,0.4395303724850429,10.213054789681411,-65.0623889,13.213763929025836,0.2293013234841489,1.0186803782559823,4.019890434,0.0,0.5303300858899107,-3.455148593,5.799813552558069,2.236067977499789
TOX-17877,1,1.140713383859304,0,10.951883562452007,0.1020620726159657,2.2414964151777785,0.2041241452319315,15.75,-0.518122802,20.433396669713616,-1410.16657,0.0,0.1590909090909091,1.385322952,4.026587702052175,88.17676245850613,0.4534900261127583,72.80338541666663,5.691542371097266,2.4341582828556314
TOX-22420,1,1.062166189251604,2,10.992335418066816,0.5200365557890182,2.281998925085712,0.2626192039129874,24.061728395061724,-0.52418864,19.31711625624085,-472.8714881,12.71084835226122,0.5119516679800367,1.256325634320145,4.157024352611233,40.03367647,0.4263172263465563,72.83950617283955,5.7320311681050296,2.754513945
TOX-23340,1,1.0596186170740474,23,10.967367549556574,0.7916141664674139,2.2569839832631917,0.7119919326033561,61.10412406928744,1.692684062680618,98.8035679274482,-3017.336863,55.56940796009013,0.3615628643153102,1.2230592234013002,4.119370748378651,107.25938615769768,0.4231039011081327,151.12646117047922,5.707057368113306,2.7561646510569013
TOX-23673,1,1.0483056453343027,6,10.984730516147351,0.4821986544183948,2.273393068599503,0.2165063509461096,29.971708621073734,-1.213341749,28.79084216384095,-941.571713,23.54082929105478,0.4281672660153391,1.2612740397005509,4.158256353037387,54.38406644399575,0.4270936354008479,118.06727556248612,5.724305468051407,2.810637952647256
TOX-23987,1,1.0689174940539703,9,10.976001141669109,0.5358934516931788,2.264360609,0.5719752754296894,29.548553309552105,0.2681154590412115,33.577657541934954,-3343.752195,24.072146582119352,0.3177263796726032,1.2903272545174802,4.118345507250395,97.46661651971958,0.411590196527663,121.96948077685312,5.715626164108436,2.674814643937457
TOX-24188,1,1.1970159893714678,1,10.95220130149962,0.0,2.237822235510312,0.3535533905932738,6.571428571428571,0.8732406331999983,16.156983476009223,793.0505079890439,21.83661928991452,0.1877551020408163,1.3330081960688267,4.017040331762467,32.43862947851717,0.4531879952747701,32.707936507936495,5.692462258127674,2.3575236669901294
TOX-25475,1,1.067127887,6,11.019158341413071,0.849455925,2.307464105421804,0.6817950458626711,32.782006920415235,2.2362594310721984,30.269499928003576,-1579.744914,23.41003439746398,0.461718407,1.226898906645838,4.120812835725485,73.14361573600918,0.4138951058890299,78.97923875432528,5.758693668480356,2.7318279697284544
TOX-26322,1,1.0661466363866745,7,11.019122147604389,0.7728409545652958,2.307348692602295,0.6817950458626711,33.67820069204155,0.9184105126611692,29.530171045922263,-1059.591284,23.41003439746398,0.4677527873894659,1.2523461098488846,4.1209443152615055,67.22570968984778,0.4056582483186555,107.20761245674748,5.758649873647911,2.7937644954129186
TOX-26429,1,1.0662388733883803,7,11.019066710130064,0.8041916845579881,2.3072517058846325,0.6817950458626713,31.753864447086794,2.6589523648815456,30.269499928003576,-1699.883685,35.61796717296058,0.5121591039852709,1.2383995658506437,4.120921894,53.37823529046653,0.3938667746412297,60.2175981,5.758587245,2.788344600012904
TOX-26609,0,0.3001915854185456,1,10.319283397339792,0.1178511301977579,2.235459924166113,0.2886751345948128,7.58,-0.236647365,0.0,-620.2564598,16.75186041757285,0.1804761904761904,1.6023275589717965,4.043000913369947,22.845177367156435,0.4334567505180379,16.08524691358026,5.693160448324461,2.460800272893335
TOX-27761,1,1.0662269879694537,8,11.019122082725376,0.7900998529975081,2.307348891717268,0.6817950458626711,33.743372688794814,2.1011465360653148,35.006362881803625,-1023.225453,29.51400078521228,0.4752587702647157,1.2362592280367737,4.120934843820191,60.30197249015716,0.4034438197679201,82.35419915348635,5.758649881,2.790393320148782
TOX-27762,1,1.0663450759577406,7,11.019209268828522,0.8121073811742106,2.307591067481717,0.6817950458626713,31.753864447086794,2.658952364881537,30.269499928003576,-1445.73977,29.51400078521228,0.5121591039852709,1.2383995658506437,4.120970164927867,53.37823529046652,0.3938667746412297,60.217598097502986,5.758753270560324,2.7925773253807424
TOX-28496,1,1.0739848830881888,6,10.986987561756344,0.7407206109615503,2.2764619214770114,0.5151283791960046,29.25702393340272,1.9373646327826013,25.162972533162872,-1644.619884,17.808983586480295,0.450108061,1.2547125764405422,4.120067052619337,59.79905691339253,0.4124903341465765,69.51508844953172,5.726660559435109,2.707589711505036
TOX-28867,1,1.06633472,7,11.019241801548691,0.7980155496137301,2.307644578396556,0.6817950458626713,32.71302595112121,1.7886215793574571,29.89983548696292,-1047.126132,23.41003439746398,0.4882541186734509,1.2460130728102068,4.120978224,60.30197249015717,0.4002984875561892,83.47845804988663,5.758789850062424,2.7954283995706497
TOX-30729,0,1.24928413003647,2,10.96066856677166,0.0,2.249541754870926,0.0,2.083676269,-0.231385718,30.320357905294173,247.44596435404972,0.0,0.037885023,1.3685467183889128,3.056201992619815,0.0,0.4717475349265883,16.980795610425254,5.700267268815949,2.1806485259737065
TOX-32230,0,1.2059747144389377,2,10.954282794547598,0.0,2.2437700943844185,0.0,6.999999999999998,-0.366982262,10.006437125691182,-570.8668982,6.103966387748303,0.2333333333333332,1.3523170451373645,3.1756430963133297,18.591155079135923,0.4712228967450945,22.66666666666667,5.693940616809335,2.288245611270737
TOX-35545,1,1.158410032401021,5,10.928910113433098,0.1443375672974064,2.215775489000492,0.1443375672974064,22.85253906,2.6900260011825363,40.74003035896581,-503.5096684,35.002253638335894,0.3360667509191176,1.3656990436747916,4.024020384319258,75.76286735,0.423213842,68.62890625,5.668257199652216,2.622619973096365
TOX-36736,1,1.067541492698505,5,11.01944521910898,0.840785582,2.308097712,0.7005237851453037,27.963803504740028,2.799688244721725,25.532636974203527,-1856.934577,23.41003439746398,0.4510290887861294,1.2276542626405187,4.120786341,66.21987853631855,0.4031832066321149,53.68974432634301,5.759025139020205,2.7111657942028566
TOX-37729,0,1.2611328658551997,1,11.035999156990036,0.0,2.283046303650792,0.0,14.576559546313794,-1.791367519,9.673627043,408.8042441880857,12.431286462512844,0.3101395648151871,1.396715462496583,3.331522699941357,39.53076089108528,0.4551492570777099,87.24007561,5.758090414025977,2.522501173013164
TOX-37751,1,1.3769741278752718,0,11.11502096324469,0.0,2.3790770366541967,0.0,3.0,0.1747279900000019,16.451313475271576,-93.36909008,0.0,0.1666666666666666,1.3906161004887925,3.075509459992312,5.824404497999927,0.4806331669661654,23.88888888888889,5.844496303499134,2.233209543057642
TOX-40277,0,1.3752976097675111,0,11.115154793311374,0.0,2.3792987290718006,0.0,3.476190476190475,-0.40287676,16.034434602115724,-90.35140221,0.0,0.165532879818594,1.3985812472911334,3.075514777035284,5.824404497999927,0.4825698502695489,30.99999999999999,5.8447551051734905,2.236323979
TOX-47483,1,1.2492959703727016,6,10.926852009730684,0.0,2.215064510244773,0.0,22.477333481844504,4.207288614184078,71.84385859467363,-926.4231813,30.13579988244796,0.1571841502226888,1.467432989578293,3.268374574758116,67.90606094254264,0.430990922,67.78503007,5.665996021284262,2.5018003104254767
TOX-57840,1,1.0671278738229335,6,11.01915788992638,0.849455925,2.307463250594932,0.6817950458626711,33.53584078259404,2.233393843977574,30.269499928003576,-1351.53037,23.41003439746398,0.4191980097824254,1.2255020750161816,4.120818432962595,92.4060806,0.4210705137316107,84.18637206948884,5.758693178,2.731870300006868
TOX-57841,1,1.067127878,6,11.01915834854172,0.8494559245142099,2.3074642968183787,0.6817950458626713,30.6676038062284,2.266856196812898,30.269499928003576,-1597.939408,29.83085602038999,0.4319380817778647,1.218029379967612,4.120814701079098,66.21987853631856,0.4164276027746468,73.11123926694859,5.758693728798981,2.731862498426338
TOX-57842,1,1.0671278633287102,7,11.01915734420079,0.8494559245142099,2.307457483277896,0.6817950458626713,32.46745562130176,2.6589212174987877,30.269499928003576,-1376.079169,29.327940443625373,0.3959445807475824,1.240213487261702,4.120823322700288,91.9031650280226,0.4129740351828589,80.38724523339903,5.758692330472242,2.7322669365505208
