TAID,Class,n6ARing,AATSC0v,EState_VSA8,BCUTs-1h,CIC0,PEOE_VSA13,BCUTs-1l,NsOH,AMID_h,AATS1s,AATS0dv,BCUTi-1h,BCUTv-1l,SlogP_VSA5,SlogP_VSA2,SssssC,BCUTdv-1l
TOX-25897,0,1,50.91487904,5.316788604,7.009358137,4.072837325,5.907179729,1.296743289,0,0.488621276,2.989064167,7.069325736,14.54549464,14.70177807,15.92144017,61.50988405,0.0,0.774000544
TOX-3947,0,0,50.2757085,5.101407526,7.008268402,2.959370825,5.907179729,1.271353017,0,0.659847699,3.246629772,7.757495591,14.64356033,14.70270992,24.94985114,16.75171204,0.0,0.772904064
TOX-3448,0,0,42.12671277,4.983978521,7.008283376,3.099985644,0.0,1.163981469,3,0.885231427,4.053763441,9.866666667,14.55881816,14.70225155,6.227901171,49.78944148,0.0,1.986023157
TOX-37709,0,0,48.25747,5.316788604,6.003655062,4.059994748,0.0,1.24917907,2,0.466702677,2.995679012,5.511111111,14.54022598,14.70567214,25.51489228,49.22717988,0.0,0.988749282
TOX-4361,0,0,44.89573678,4.983978521,4.005384357,2.078820308,6.014658705,1.304364839,0,0.688537954,3.805131929,10.10030864,14.55078651,14.70255539,0.0,4.983978521,0.0,0.774009279
TOX-15561,0,0,49.9250069,6.578935684,7.008268253,3.598455063,5.907179729,1.265752107,0,0.478711733,3.079365079,6.470588235,14.64056003,14.70270979,0.0,43.00085876,0.0,0.994283972
TOX-5896,0,2,52.72514840280015,33.761315867224106,6.0028072168643325,4.644776707321795,0.0,1.186802105175428,1,0.1600340711611423,2.404932950191571,4.214285714285714,13.626975364361844,14.70633004999178,83.76760314263855,10.707578205824394,-0.2542189836027768,0.9876115876775644
TOX-3512,0,3,42.65501443,5.316788604,7.008281852,4.712677553,0.0,1.144659748,8,0.827759142,3.515359477,7.373493976,14.54300523,14.70199874,12.84164325,164.3049999,0.0,1.890184642
TOX-1812,0,5,50.73323614,41.5424232,7.011570472,5.217780555,0.0,1.062232738,2,0.30144625,2.644371345,5.516483516,13.6477588,14.69977077,119.0951983,40.00818199,-1.765052848,0.991832509
TOX-3363,0,0,50.22844024,0.0,7.009365898,3.915656994,0.0,1.234326019,1,0.319217349,3.513550136,8.717948718,13.65146577,14.69780425,30.38936785,10.88977234,0.0,0.995949452
TOX-9108,0,0,47.19934795849166,0.0,7.008265973442542,2.5086853429636014,0.0,1.3485453966805905,0,0.5421617518292873,2.75,5.625,14.543953491107024,14.702713633259082,12.84164324585202,24.39951784879175,0.0,0.9969707943787554
TOX-7783,0,0,51.09960748043485,13.847474399381248,7.008266950708187,3.4047019176030795,0.0,1.2522373348225897,0,0.311929844810795,2.943376068376068,5.769230769230769,13.638186470506392,14.701727506027536,37.04710632100208,5.783244946364939,0.0,0.9889191102584496
TOX-113365,0,0,41.18816322,14.95193556,7.008282279,3.104667156,0.0,1.248796247,2,0.962441348,4.072048611,10.19354839,14.56540908,14.70232526,0.0,49.04982032,0.0,1.977207309
TOX-4113,0,0,53.28095238,9.047494323,7.006602512,2.237744375,0.0,0.289260738,1,1.193488123,2.78032272,8.10617284,13.64254356,14.7039618,0.0,28.96371321,-2.095686728,0.539737352
TOX-72754,0,0,49.26488779,15.28474565,6.002600301,3.306212202,0.0,1.259170103,1,0.489962344,3.387962963,7.172413793,14.55907222,14.70816134,11.66741788,21.61924084,0.0,1.985104557
TOX-22266,0,2,49.66168529,4.899909731,7.009356956,4.003978783,5.907179729,1.375129896,0,0.474437177,3.041111111,7.829787234,14.5481821,14.70177809,10.35798868,56.23099353,0.0,1.894349475
TOX-2907,0,0,50.35381006,0.0,7.009360142,3.952365276,11.81435946,1.238837212,1,0.412991084,3.237922705,7.5,14.64025748,14.70177848,26.18620207,16.92088685,0.0,0.987938092
TOX-3529,0,3,50.97657445616408,18.02360182036155,6.003765444614657,3.8738094639711846,0.0,1.0945908913014406,2,0.3745459028612262,2.827967171717172,6.9,14.543906406008457,14.70616241018783,17.54772460632,46.955166513766216,-0.1597222222222221,0.9969653340746848
TOX-35805,0,0,48.85939516,5.316788604,7.011574397,5.372396539,17.59760441,1.137073197,4,0.486928643,3.221988796,7.362068966,14.54378058,14.70019271,78.23507496,105.902098,-2.020949332,0.9872569
TOX-2437,0,0,49.9250069,0.0,7.008277611,3.598455063,5.559266895,1.421948837,0,0.478711733,3.044444444,6.588235294,14.69417205,14.7026921,5.693927995,23.45894984,0.0,0.993931107
TOX-2307,0,0,48.56077028,0.0,6.003954886,2.911533991,0.0,1.372227678,2,0.475017214,3.766414141,6.454545455,14.53780242,14.70714934,5.563451492,16.7578112,0.0,1.892216049
TOX-1721,0,0,48.16207534,0.0,7.010461522,3.889512573,5.907179729,1.30471602,1,0.511476472,3.668787268,9.863934857,14.55097608,14.69973792,21.61536816,41.23609685,0.0,0.773996407
TOX-21788,0,1,49.49469969,5.316788604,6.003963048,4.090878921,0.0,1.248951099,2,0.452184719,3.313333333,7.541666667,14.54022748,14.70547581,22.7321953,38.08720382,0.0,0.996623265
TOX-2210,0,0,50.97418701,5.316788604,6.00485561,3.963819564,0.0,1.208355086,3,0.346708052,3.263565891,6.047619048,14.54022465,14.70720078,24.15460657,27.90617942,0.0,0.993944518
TOX-30986,0,1,51.17751194,4.899909731,7.009361511,3.491994731,0.0,0.604724184,1,0.685016511,2.955761317,7.513399578,14.55151304,14.70176841,0.0,64.71129023,0.0,0.653167533
TOX-3390,0,0,49.93111261,4.983978521,7.00829285,3.740997202,0.0,1.365316487,1,0.344074233,3.493589744,8.540540541,14.54791368,14.70065601,12.31154554,16.0598112,0.0,1.89531087
TOX-36353,0,0,46.02297591,10.30076712,7.009381475,3.967055999,5.559266895,1.258936821,3,0.691189542,3.577568134,8.588235294,14.56551994,14.70177579,18.0882395,47.09437246,0.0,0.996026452
TOX-5860,0,1,54.13500172,17.55731441,7.009355461,3.403211367,0.0,0.624982304,0,0.661745529,2.700617284,5.453968254,14.54442433,14.70178023,33.10993927,28.43250356,-0.957620937,0.651474738
TOX-67629,0,0,45.47651426,9.967957042,7.008280223,3.259387926,5.559266895,1.424124786,0,0.51429623,3.817204301,10.13793103,14.56421056,14.70269329,11.25737949,14.36865165,0.0,0.995953443
TOX-2101,0,3,50.83302933958116,4.899909730850478,6.004773035720349,4.313596762957879,0.0,1.0690187202575423,3,0.3767893192429996,2.62080938697318,6.075471698113208,14.543276369154682,14.706104684888713,49.65183272095005,57.159829142825984,-1.4602771872637947,1.8497389057782665
TOX-2868,0,3,51.46184396725123,17.554865521282856,6.003766719638055,4.038731275816945,0.0,1.094580765299496,2,0.3460418633135537,2.863136574074073,6.636363636363637,14.543273945127916,14.706162384019043,17.54772460632,46.4522509370016,-0.1962698412698411,1.895997921399067
TOX-1994,0,3,44.6164184,10.63357721,6.004708165,4.695120727,0.0,1.129870159,3,0.684644074,2.900819088,5.552631579,14.54392604,14.70421964,33.10993927,114.9319485,-1.286897326,0.993298883
TOX-34741,0,0,55.54503859,37.25557254,3.511082244,4.060846086,5.174562443,1.198556154,0,0.257819291,2.587930129,5.737373737,14.54393985,14.70681731,47.78863144,12.22223443,0.0,0.65346551
TOX-1953,0,0,55.00663860061498,5.920434318855644,6.002556121105405,2.676711637076891,0.0,1.1924505616628516,1,0.3794592751647982,3.39360929557008,4.978052126200274,13.623216736832584,14.708165066551048,13.344558822616634,10.707578205824394,-1.1510416666666663,0.7723049784714471
TOX-39340,0,0,50.47629033,17.23141595,7.00827893,3.666666667,5.559266895,1.387469682,0,0.400394198,3.152046784,7.611111111,14.69235726,14.70249123,5.693927995,16.38736671,0.0,0.995948734
TOX-49877,0,0,49.8839646,14.95193556,7.0067189,3.277684023,0.0,0.40969817,0,0.592692743,3.150734862,8.801346801,14.56001801,14.70505656,0.0,32.52640078,0.0,0.623400821
TOX-4347,0,0,32.17249284278438,11.268461667376624,4.008064242095712,1.945530556036326,0.0,1.976635737661748,0,1.1035533905932735,3.9375,2.888888888888889,14.645934107110987,15.487358112158448,0.0,7.04767198267719,0.0,0.99596749672906
TOX-41224,0,0,49.55384239,10.30076712,7.00828178,3.927032165,0.0,1.197804128,2,0.44408409,3.151515152,6.23255814,14.54815946,14.70242603,38.8594511,27.28071497,0.0,0.987189709
TOX-42880,0,1,51.76736194,10.63357721,7.009355097,3.314179619,0.0,1.107185668,0,0.580029691,2.79526749,6.263888889,14.54442381,14.70178023,33.10993927,16.92679634,-0.891805556,0.653463979
TOX-42888,0,1,51.76736194,17.55731441,7.009355127,3.314179619,0.0,1.106653099,0,0.579368365,2.831462776,6.326388889,14.54442382,14.70178023,27.19203322,16.92679634,-0.928842593,0.653462325
TOX-6447,0,0,37.09413409,0.0,8.002984742,2.609391845,11.37477255,1.3960994,0,0.892790289,5.082125604,15.04347826,14.59656132,14.65045727,15.92144017,15.75380183,0.0,0.995954658
TOX-43232,0,1,47.82919844,10.63357721,7.010443858,3.566659644,0.0,1.128585304,0,0.544695677,3.201190476,6.914285714,14.54451905,14.70178023,33.61285484,17.84547397,-1.180972222,0.987190674
TOX-1965,0,0,51.17660188,4.983978521,7.008292674,3.367835833,0.0,0.604882805,1,0.42490838,3.344535894,8.354393609,14.54785624,14.70144011,4.877147194,16.0598112,0.0,0.653184216
TOX-21753,0,0,51.33217977,5.316788604,7.008270804,4.02650331,5.907179729,1.18024088,1,0.342417302,3.075925926,6.045454545,14.54488389,14.70252914,11.12690298,43.09847363,-1.685681689,0.994937207
TOX-17965,0,0,49.61114491,0.0,4.004565894,3.533568261,0.0,1.264306435,0,0.392198183,3.051971326,5.548387097,14.53780998,14.70549059,12.48718869,20.26143591,0.0,0.99358487
TOX-14352,0,1,50.41134984,40.54853368,7.008271624,3.821587714,0.0,1.153624301,0,0.422182581,2.678861789,6.0,14.54367604,14.70145978,18.40509474,42.77322624,-0.221894605,1.890973831
TOX-62541,0,0,47.624316841895336,42.562815571507386,4.005320518998922,4.078097812899442,0.0,1.2551202919785622,0,0.525091233360043,2.725925925925926,4.622222222222222,14.559412566550575,14.70681403985458,27.694948798762496,41.10901795499554,0.0,0.9871319480826686
TOX-3309,0,0,49.60625179,0.0,7.009373293,3.724649335,5.907179729,1.304718933,1,0.444871463,3.523734329,9.06353508,14.55097199,14.70061921,21.61536816,28.6599096,0.0,0.773997683
TOX-2337,0,1,51.24055896,11.94758171,7.008270337,3.919026277,0.0,1.147607664,0,0.322995508,2.695833333,5.435897436,14.54389929,14.70146617,25.32883194,37.61328178,-0.440694444,0.98793595
TOX-2183,0,0,49.25750958,18.74738413,7.008270623,3.744439952,0.0,1.385148945,0,0.44890521,2.993993994,5.621621622,14.54349531,14.70146487,24.20546308,37.1103662,0.0,0.9872569
TOX-17939,0,2,51.76479949,52.26438894,3.511243105,4.543083474,0.0,1.222497526,0,0.311918243,2.402329749,4.915254237,14.54447373,14.70588815,24.32300078,75.49588576,0.0,1.888491316
TOX-8535,0,0,44.55647174,0.0,8.004180271,0.844360938,0.0,0.294923959,0,1.375,1.970458554,16.91358025,17.42729903,13.30461138,0.0,6.664825604,0.0,0.518673545
TOX-2831,0,0,48.31507635,0.0,4.004855775,3.509234488,0.0,1.370740577,0,0.494594705,3.254340278,6.5625,14.53780491,14.70547596,5.563451492,27.87414903,0.0,0.996623265
TOX-19374,0,3,50.63595456,6.9237372,8.00180575,5.403913081,0.0,1.063596963,2,0.280930263,2.501817238,4.942307692,17.42477446,13.30411683,143.269738,51.72950895,-6.059520295,0.987697535
TOX-43717,0,0,44.19700384912739,20.173746870184956,3.1681355496406787,3.2497524006950127,0.0,1.2993319250559552,0,0.638345734982466,3.3704914064391187,9.84547988849064,14.691635028521649,15.444206270030982,17.081783984545382,25.460126788111346,0.0,0.7730763216507769
TOX-3468,0,0,48.31507635,5.316788604,6.004916255,3.509234488,0.0,1.258763254,3,0.481110751,3.403645833,5.9375,14.54022304,14.70714934,25.51489228,27.90617942,0.0,0.988944997
TOX-15416,0,1,52.4997459,53.43084628,3.511069799,4.150056617,0.0,1.26923866,0,0.284826748,2.665484634,5.6,14.54326807,14.70588791,17.23086937,44.35482484,0.0,1.893177621
TOX-71370,0,0,46.10999481,10.63357721,7.011564435,4.215186172,0.0,1.203682335,2,0.638381284,3.744350282,8.13559322,14.55250714,14.69977294,38.67339076,58.49220823,0.0,0.988927356
TOX-53560,0,0,50.76631179136065,25.5731443589056,8.001935854647435,3.592091818129635,6.544756405912575,0.6100985676798291,0,0.8261800770386143,2.912404467960024,6.497354497354498,14.594936814585497,14.651592235002765,10.701551691701226,60.628201452976135,0.0,0.6500242642697301
TOX-2132,1,2,50.47029572,4.992404733,7.008272911,4.298101646,0.0,1.13581366,1,0.388987325,2.707575758,5.698113208,14.55428745,14.70120712,44.08838123,48.55542896,-1.573930343,0.996962059
TOX-6624,1,0,49.06332466,0.0,7.008269211,3.553372903,5.907179729,1.438176076,1,0.470674526,3.294612795,6.787878788,14.54332739,14.70240456,24.20546308,36.11292721,0.0,0.9872569
TOX-12048,1,0,49.61114491,0.0,4.004565893,3.533568261,0.0,1.263798105,0,0.392263734,3.051971326,5.548387097,14.53780998,14.70553293,12.48718869,20.26143591,0.0,0.99358487
TOX-62538,1,0,47.62431684,28.71534117,4.00532033,4.078097813,0.0,1.344560869,0,0.526237307,2.674074074,4.533333333,14.55941251,14.70681404,39.53076089,41.10901795,0.0,0.987143621
TOX-2926,1,2,54.38841505,51.0979316,6.002696298,4.135943133,0.0,0.628228112,1,0.455941713,2.515634186,5.283950617,14.54581127,14.70815978,6.420821623,67.32652366,0.0,0.660645016
TOX-3077,1,1,51.91411467,17.21251289,7.009355727,3.487948572,0.0,1.125290183,0,0.544951946,2.974823633,5.841269841,14.54442457,14.70178023,33.10993927,16.92679634,-1.069375,0.65346339
TOX-2895,1,1,48.24372891,4.899909731,7.008273847,4.184922737,0.0,1.197873199,0,0.528958755,3.240253411,9.396226415,14.54391493,14.70060018,39.19415037,52.58397834,0.0,0.996154458
TOX-4206,1,0,52.57093764,18.74738413,7.008271544,4.261145138,0.0,1.252263129,0,0.256337546,2.802721088,5.458333333,14.54326959,14.70146482,30.89228343,37.1103662,0.0,0.9872569
