TAID,Class,BCUTi-1l,BCUTZ-1l,BCUTi-1h,BCUTv-1l,BCUTdv-1h,BCUTse-1l,PEOE_VSA1,BCUTd-1h,SIC0,BCUTZ-1h,SMR_VSA6,BCUTs-1h,SlogP_VSA2,BCUTdv-1l,GATS2dv
TOX-34712,0,10.326514804795307,5.813225037727225,13.656560995833487,14.69881364,6.029502208571147,2.551443939,24.423643651081555,4.038012842417318,0.3360631609366969,16.013770543677804,14.219595082555069,7.014611960427506,74.07839429853605,0.6455519735097636,0.8454518302193608
TOX-7499,0,10.435345488343266,5.719718314861531,14.551529490050434,14.69977294506599,6.024574633806684,2.4385151396879565,14.780154437472763,3.3222110833855454,0.4663920983659401,53.001262742068576,0.0,7.010470063,26.718765013376466,0.1514629650063446,0.585081868
TOX-3085,0,10.346457431640102,5.843558045904151,14.540275012199784,14.7006836,6.023195985490149,2.5664298960210603,10.423315998847038,3.1214400361154957,0.4437677289937427,16.001211514176674,6.544756405912575,7.0093664014686015,28.77770684803881,0.5505753246057178,0.7305023736240804
TOX-47515,0,10.31737858248188,5.737148918984875,14.78238677,14.699772939391202,6.027499647213493,2.475127847412044,26.000373824649976,4.030080229457276,0.3720753783814532,16.006334704331756,18.615504754771116,7.0126582686787575,99.27670239475913,0.6524233553118299,0.7027085970847256
TOX-1716,0,11.1477850810767,5.886936081181081,13.62699483317785,14.706306164128446,6.005002262733527,2.627839764695031,9.843390348640757,2.1662172569325784,0.3246987351738496,8.010457739448908,19.820645893538757,6.002690931378225,24.927173288379457,0.9880217955356508,1.4919499105545615
TOX-39329,0,10.433686760265203,5.687482124,14.546403683539705,14.700188953264709,6.028246999527855,2.4163344185694986,36.38011893655721,3.332395238050112,0.3401115068374337,53.00528563683938,44.00843707654926,7.013741200851061,79.50999746608323,0.1514489695936411,0.7231731945776344
TOX-5567,0,10.318932419273407,5.894017007911103,14.537801898512264,14.70164107467636,6.017552549192069,2.615252373019548,5.733667477162185,4.037977974683305,0.5045984773991835,16.013519692656146,12.297610012659364,7.014230160180137,25.268156870678663,0.6400733196934774,0.3709038054968286
TOX-8816,0,11.09160973650707,5.829780113871315,14.544586758547856,14.702713460581904,6.021973443529042,2.569313084945607,4.899909730850478,3.1213620547762364,0.3103164412193644,8.022010115353584,14.09534396535438,7.008266219,24.902433425556364,0.9877354185521674,1.1162023460410555
TOX-5171,0,11.087249166684124,5.826842812453203,13.627006378191153,14.706306023953358,6.005839054168647,2.572013151,9.843390348640757,3.029526512,0.3260752345279584,8.010475622638507,13.213763929025836,6.002691083315295,24.42425771161485,1.8562286355657545,1.2689161554192228
TOX-33475,0,10.305843404956557,5.7371521755740345,14.78234817640666,14.700468350177676,6.024510790094447,2.4751462639396262,10.423315998847038,3.2706750514818554,0.3992771437033193,16.00653575739215,11.505707213493578,7.010459867003265,81.11614127931435,0.6484822946816701,0.784185388
TOX-4458,0,10.34648539875364,5.830713218884247,13.644668891777012,14.699772900635878,6.023245539720348,2.5580312745042977,10.213054789681411,3.1217968127786504,0.4623213485127188,16.00121137966641,0.0,7.009382121343379,27.401603395567285,0.5506023208985713,0.6835348929421093
TOX-2713,0,10.34661964020482,5.819794751993226,14.542113117132008,14.699772940872474,6.025684129348811,2.556772090109009,26.58029947485625,3.126864943051859,0.3620183885684218,16.00121228038116,12.297610012659364,7.011552553522441,58.3473165,0.5472042296437254,0.7048210151977722
TOX-6383,0,11.10783579886662,5.845545563122264,13.644703097103765,14.699775623600557,6.023263100206981,2.5768337628919533,10.213054789681411,3.0479369859139847,0.454590186,8.030861888682704,0.0,7.009384073028267,22.15166536558511,1.9899958080270728,0.8143257302921169
TOX-31969,0,10.31977158366651,5.69927616826138,14.557308891056069,14.701767367165017,6.0177987465770215,2.4403546295991325,10.470530430962237,4.043808842353488,0.3890602096240065,16.013122119221634,17.565559882891808,7.014204841508156,25.49555156750089,0.6442356762967152,0.8560943014053328
TOX-1292,0,11.07574496755757,5.814582918757609,13.643773286661013,14.700546824466668,6.028488737190262,2.554339968,24.85098232239399,3.187846769266819,0.3634837415071826,8.029823939584597,0.0,7.009664521879599,51.99091354659672,2.8214969397517065,0.8474805363321797
TOX-43524,0,10.320179383844632,5.693372264950568,14.539655140712064,14.699975603954869,6.022577376453584,2.437894644,5.106527394840706,4.038965137568578,0.3427526426494396,16.01312145797988,4.722094864452088,7.014577264797676,19.493629667121493,0.6398896457777843,0.74298779
TOX-8353,0,11.07686392172362,5.814996804873269,14.537808111656783,14.701443232546255,6.021996751209483,2.5573407443268104,10.84019487200289,3.037548787015831,0.3311877860894119,8.028628897202406,0.0,7.008289790340299,17.117673511940517,0.9939322201016854,0.760797229
TOX-11686,0,11.015505988462689,5.754737634382907,14.544520241754052,14.701780231974247,6.0245229763100525,2.498769452,5.106527394840706,4.029838434813339,0.3443081181657494,8.024942505701947,0.0,7.010446044456751,29.05596775363009,0.9939374003861056,0.6453296703296704
TOX-3201,0,10.934278613820885,5.673242033,13.64975183847882,14.699767610568603,6.030161679158832,2.414101855960415,33.62760996622891,3.286441700323081,0.2696636276178826,8.035929116,13.213763929025836,7.011577582739619,46.575923077199946,1.9788051053391105,0.74956503
TOX-7534,0,10.973701496667848,5.709343923846316,14.547974097646025,14.707201768854231,5.034369505278718,2.449145709360578,15.946722266843596,3.2572499934254604,0.3545971386763123,8.007226616677105,0.0,6.00380462171041,15.19703331062862,0.9959563357197574,0.9404019404019404
TOX-3875,0,10.311866848570656,5.736933597770246,14.557979795928029,14.6965586160309,6.030087643,2.4760143185284584,25.731435013545905,3.270967882432907,0.3612795225839287,16.004889321437137,25.203200589699428,7.011549626518917,75.34031743866973,0.6502052414310662,0.7939755681706187
TOX-4008,0,10.337603434377296,5.694043238318897,14.782360937858735,14.699772387307156,6.025935182,2.4398316203246857,15.160178952647088,3.2710680774490064,0.347414659,16.003048567469687,11.505707213493578,7.011703573912188,77.39099852742874,0.6545825761974303,0.7874004745433933
TOX-17205,0,11.060624029410256,5.800205646486268,13.644792109527112,14.699771297574674,6.0286954572941385,2.5452663301939853,9.843390348640757,3.0482324416542457,0.2852277228065032,8.030945902,0.0,7.009369213,23.149104358492707,1.824543215587275,0.705228777
TOX-4015,0,10.338078202959965,5.736935083562867,14.557375518341663,14.696539493816362,6.030745545265754,2.4760176673978105,30.14858595059925,3.270898415952317,0.352576354,16.00200380298827,19.46953311253724,7.011550968,70.48027370070909,0.6549463873511423,0.7894820873364893
TOX-17838,0,11.05897965411826,5.799813552558072,13.62430209682938,14.707203387086931,5.005149666,2.541390270178547,10.213054789681411,4.019890433524222,0.3950124561512384,17.00212155809055,24.973770818966518,6.0037434116237565,35.18682560864792,0.7671330672299559,1.3601758385870346
TOX-2841,0,10.952967046310697,5.692431280482154,14.537818488966508,14.701054440458314,6.022035561,2.436990191545579,21.05324966,4.023011520082884,0.3363963081202215,8.02887114,0.0,7.008292909281494,26.82781272485731,0.9959547939932288,0.7899999999999999
TOX-1703,0,10.954087877085696,5.693586801250037,13.642663098886612,14.701218769238473,6.022033104,2.438177305837657,10.213054789681411,3.2034063954747705,0.3763102037360369,8.028745834725449,0.0,7.008291078737011,16.182360077633263,2.752035054617962,0.6242236024844721
TOX-15512,0,10.985549165418275,5.721396152376254,14.548392326887916,14.702710750433273,6.021948262,2.4614599651501075,10.216698334856808,3.1358135153656312,0.2843050949293885,8.022017208515216,26.17902562,7.008268768605067,41.9700936,0.9872569003884856,1.0351775956284153
TOX-5121,0,10.346625211419555,5.854607677,13.624502804493671,14.707168396090394,5.006690515167857,2.588058840207038,10.213054789681411,3.0256539489496284,0.4230173641025407,16.001210665426772,12.359735571259709,6.003750473794587,28.67675674868942,0.5472076354636236,1.124756638891052
TOX-6160,0,11.05834087927254,5.797077905,14.537873092083927,14.70248646631384,6.022150248996443,2.539409618558916,10.470530430962237,4.030627806,0.3077295872848326,8.022298649,0.0,7.008271305058753,17.612196928083495,0.9871812914976886,0.7510504201680671
TOX-5790,0,11.093872001023591,5.833483670459262,13.626994919838957,14.706306167996551,6.005003077248261,2.578790273317607,9.843390348640757,2.1843268419016995,0.2782127046172332,8.010457225031013,19.820645893538757,6.002691420406817,24.927173288379457,0.9879417778755926,1.3907894736842106
TOX-4020,0,11.061355260466458,5.799911261932066,13.647192077252994,14.699772380345738,6.024507937156658,2.5374702846086143,20.426109579362823,4.0239742070738505,0.3586067307526637,8.033364238104435,0.0,7.0104814774809325,43.93507625420205,1.985962623426848,0.7458074773065285
TOX-4343,0,10.34663051490006,5.893921666116468,14.537797969501314,15.596102667293817,3.012098291344662,2.617842983116003,5.733667477162185,2.111099009988424,0.4310288551512257,16.001210413310332,12.297610012659364,4.004842861850663,12.297610012659364,0.5471961366555392,1.2816609557325431
TOX-8340,0,11.11122807135952,5.8507712253263735,14.60156525609107,14.642380863336838,7.004127365,2.595597071702872,4.8375885837366335,3.0373855068643243,0.4529149115761114,8.064742177,6.606881964512918,8.001933855509886,11.69350100744546,0.9879457169049222,0.4103535353535353
TOX-2109,0,10.947328465013788,5.685126515406491,14.594824681924193,14.651573071349532,7.004118840838755,2.428597186562193,5.316788604006331,3.2210258037904844,0.3364569891033439,8.054533377731442,11.861545009918906,8.001936940762803,23.08693218685245,1.9916449713147732,0.7192785766512308
TOX-19221,0,10.931687055971029,5.669811072652446,14.691145539379706,14.701456430251744,6.028128160298239,2.413537487757256,4.736862953800049,3.239098191304536,0.3535465559769457,8.028852772236814,12.032673361623305,7.008271474415182,22.89748565205341,0.9880199646022358,0.7547152702212552
TOX-8044,0,10.46390117022148,5.886454349545673,14.54274747687661,14.70379125277614,6.014897740844351,2.4468011657536586,4.736862953800049,4.034236197,0.3714766103798367,15.010398669126197,40.52287182340605,7.006602058477621,45.19328801332735,0.5415671024182541,1.1257494167139768
TOX-49213,0,11.05737957272624,5.794490524231939,14.545290859608656,14.7021447,6.022362319219336,2.5341528944787286,52.25822329058077,3.224782159866008,0.2667175022669115,8.023198941833398,20.70222593,7.0082731984148285,102.69959216441929,0.9935715054170112,1.0917602699577005
TOX-1971,0,10.337824194345623,5.689091217051059,17.424773182288384,13.304118178535983,7.004066167,2.4318963270439147,19.846320666670863,4.023087578132456,0.3619918881451182,17.001104662619476,0.0,8.001922072607673,55.151342053953705,0.6593475613732822,0.6376993647391513
TOX-5382,0,11.059853706073032,5.799498565713527,13.64492668095828,14.69976983403145,6.030298185889629,2.5450573963494896,9.473725907600098,3.044270249,0.1872745860470011,8.031097368773114,13.213763929025836,7.009360331,25.152374504929536,0.9871436101857846,0.9076138897738132
TOX-2942,0,10.96078350170068,5.699183153164037,14.551008692411427,14.702696246967095,6.022186671927381,2.4423273610677376,0.0,3.2121155534681662,0.3016726229190397,8.022238553494244,0.0,7.008277485012574,4.567099647791355,0.9959478581350272,0.8904719501335706
TOX-6330,0,11.148193072850455,5.880069341826888,14.54326320007539,14.707202811793794,5.010573591530259,2.6111667033677946,10.213054789681411,3.0295079451845712,0.3083082838147251,8.007177155047035,32.84803314676356,6.003742490168767,47.960997667295445,0.9880148584504178,1.4720441061904477
TOX-21828,0,10.249799712425403,5.747980713802923,14.561293207636348,14.70178018007639,6.015893000190512,2.480155014155069,31.48020920570674,3.240621085720902,0.2863841840646523,16.10101916039051,24.68109888335021,7.009915077041705,65.98274287642928,0.5637981195803654,1.074750130205104
TOX-5381,0,11.05985053004286,5.799493931359714,13.644920393830184,14.699769834019191,6.030294683739629,2.5450294211653297,9.473725907600098,3.0442576363340663,0.1965530679734254,8.031089659758697,13.213763929025836,7.009359096108458,25.152374504929536,0.9871436101857864,0.8889806619786615
TOX-22082,0,10.95038645519403,5.6899224630735805,14.547476920643254,14.702710416063333,6.022016010149507,2.435618778829824,4.899909730850478,4.034367004185058,0.2505139281703832,8.022023526126405,26.30296040663687,7.008269409906337,42.00995959768933,1.9811505129221931,1.1432234473702088
TOX-3043,0,10.319770100533272,5.699276165572881,14.692458751287877,14.702145854743222,6.017552817156368,2.440354234180534,5.733667477162185,4.043815338376601,0.3450027063098129,16.013122450856095,10.455762341614273,7.014205923226836,18.19828172777516,0.6442364388778259,0.7877968042866618
TOX-5556,0,11.025319140889298,5.758052905662445,14.563229009930382,15.579306292136382,5.088694543958807,2.490619008116667,0.0,2.163216118,0.516078542,7.0890896975795386,0.0,6.0272695265312,0.0,1.957512440738313,0.7582417582417582
TOX-1895,0,10.337824065814177,5.689482931685799,14.56508704927533,14.68167345698061,6.033879543106553,2.4313093421147225,19.846320666670863,4.023087578132456,0.3543309806278122,17.00212887309783,0.0,7.010460769178113,55.151342053953705,0.6593406296761184,0.6836399221631546
TOX-28139,0,11.059850944603776,5.799494561176179,13.644928781473345,14.69976983403145,6.030299354665476,2.545035641793126,9.473725907600098,3.044276845350294,0.1845758209154536,8.031099946525048,13.213763929025836,7.0093607424715305,25.152374504929536,0.9871436101857846,0.913793571321963
TOX-14768,0,10.346626520017564,5.885475319147435,13.642531202797514,14.701445901111825,6.021995167772275,2.6022982488098814,5.106527394840706,3.037335091042539,0.579380164,16.001210567466277,5.752853606746789,7.008288772509906,16.828686289539345,0.5472135881531576,0.6990911740547414
TOX-46984,0,10.337896664306344,5.799928771271231,14.54027269036024,14.702713173769771,6.021943153594246,2.531128453757632,5.316788604006331,4.024885218349778,0.3240946683273989,16.002001899988905,12.297610012659364,7.008267145066906,22.951812195228428,0.6561923875948559,0.8042732054211646
TOX-14233,0,10.34654163953687,5.827151232680654,14.54014385280058,14.700683320521756,6.023197481021983,2.5610664163234955,15.56228973645498,3.1218495342386428,0.4067180438146449,16.00211260901013,5.752853606746789,7.0093675222390255,28.77770684803881,0.6560810148005634,0.5979017029248133
TOX-5562,0,11.142646853999691,5.879391944708387,13.638591398448987,14.70166688520214,6.016266438,2.604345664054665,0.0,2.139118085009289,0.6131471927654584,8.024138151471066,0.0,7.010067289179135,12.57232104625911,2.885968341,1.25
TOX-32459,0,11.011433743549636,5.744411155060442,14.69266800478783,14.702337843117387,6.022607674047132,2.4766751898292347,14.373635638450576,3.2680777073063427,0.3233054138179875,8.022736077812537,37.81006843621439,7.008277799944469,42.69064344881013,0.9879370507589204,1.0334086912835971
TOX-26609,0,10.319283397339808,5.693160448324483,14.6387392450442,14.701063295007192,6.022500971,2.4345174643299208,0.0,4.043000913369952,0.3540415590337034,17.001104143343554,5.008912523954532,7.0145795739892725,20.366817542828404,0.6420910782364552,0.7246269897476122
TOX-50252,0,10.338091263465436,5.785399985992463,14.544517298451662,14.701780231974237,6.024517835981138,2.521357313611598,0.0,4.029814221763554,0.3711934243890311,16.002001833557777,11.505707213493578,7.010442344612341,29.35118118453466,0.6516737262286243,0.4517455708549782
TOX-7627,0,10.98407554508788,5.7195354567146905,14.54784668,14.701441982360528,6.0220351880424525,2.459453357178145,5.106527394840706,3.134639388926297,0.3181898332820658,8.028638817632343,0.0,7.008290862723641,16.059811203739763,0.9879412503756182,0.593649009
TOX-6130,0,10.46188066802608,5.703491678951442,13.64798724067973,14.701474852521086,6.023647295956409,2.4481817975921816,19.999877995186363,4.118320553,0.2591819680673132,15.011176038193742,6.606881964512918,7.010058673470155,49.87826705116114,0.5402184704600541,0.7537870147289714
TOX-7440,0,10.94296008,5.682476734,14.544843079955296,14.705843489575935,6.010113700811359,2.4276119210938787,24.217025987091333,4.034946079190184,0.2472867957267703,8.013458720007677,53.04734349986624,6.002603868530172,86.20346396105246,0.9969600824097528,1.1747919897033636
TOX-4838,0,11.08935875295695,5.82740363596904,13.64526998504057,14.699772144238436,6.023259003339609,2.56131073,20.426109579362823,3.1751638610409247,0.3903195311147832,8.031399061530315,0.0,7.009386451739597,44.57265293076312,2.8854192959438216,0.7217016966320587
TOX-15561,0,10.96083296143659,5.699661141408499,14.640560027752253,14.70270979439545,6.0219962371513445,2.4445277804520007,0.0,3.233932270045075,0.292681799316134,8.022022033946252,26.1519284719861,7.008268253211054,43.00085876133605,0.9942839715503344,1.063282688766114
TOX-2039,0,10.953132463040138,5.692604915376063,14.537811715559116,14.701054614919313,6.02201319139587,2.4371693875806493,21.0532496616843,3.1778194095973817,0.3575763781642073,8.028868403144894,0.0,7.008292712042639,27.330728301621924,1.9849647053800896,0.7566204287515762
TOX-2424,0,11.009657041928602,5.748885023,14.544517571665937,14.701780231974258,6.024519313883395,2.4930198364320457,0.0,4.029818909965327,0.3535406625215835,8.024717248310377,0.0,7.010442968262611,17.845473971041084,1.9481079960645655,0.6116717325227963
TOX-5313,0,11.248031549569497,5.953092588740514,14.663059395406522,14.66200488920088,6.044183374804798,2.651350921038633,0.0,3.057170300816596,0.400830997369169,8.044195707984308,33.34345594449572,7.012113330432735,53.161100454105735,1.9862721209321967,1.0808874912648498
TOX-81326,0,10.960739740435072,5.699430663936803,14.537815606165326,15.596100318830985,4.055261897535883,2.444215905778845,5.733667477162185,3.0498980881127493,0.3403508251315998,7.012602887538329,5.733667477162185,4.005243097,0.0,2.7341871462650484,1.2056451612903225
TOX-35805,0,10.909453197342016,5.648722561367401,14.54378058437836,14.700192713706022,6.031549590381829,2.393025421665861,54.32712268321988,4.024125666307078,0.2166212559269535,8.03400574,32.12298092162193,7.0115743974259015,105.90209802441252,0.9872569003884848,0.8143074029484146
TOX-48903,0,10.451511612991508,5.835546957,14.543278723873208,14.704679728652987,6.014570162048788,2.4250061928259337,9.047494323423637,4.028493639909537,0.2713616559377604,15.01049243125766,26.423345939170947,7.006603285480521,43.40693732831734,0.5187484320531138,1.2089158914974305
TOX-45124,0,10.338090749747892,5.756136634714068,14.544518106046247,14.701780231974253,6.024519419142609,2.499804175047141,0.0,4.029819589,0.3663527133094356,16.00200194215802,11.505707213493578,7.0104432273862605,29.35118118453466,0.6516747777602727,0.5115284443786312
TOX-45133,0,10.338105351158438,5.767702854,14.54451810620738,14.701780231974237,6.024519410934043,2.5108895956729054,0.0,4.029815242,0.3663527133094356,16.002001905466763,11.505707213493578,7.0104432274394055,29.35118118453466,0.6518067261123714,0.5399466912885553
TOX-45522,0,10.337819911943695,5.785392140308849,14.544518829437244,14.701780231974226,6.024520484265729,2.5204061698681186,0.0,4.030050338416499,0.3323083226968152,16.002002725387804,5.752853606746789,7.0104436711931895,28.34535003100543,0.6561718941423051,0.6345893867109923
TOX-19697,0,10.994146649983964,5.729016543915709,14.548033324857233,15.589338070947631,5.033290091467932,2.4684968378587437,5.316788604006331,3.056992607211513,0.2779079239673526,7.044591332146781,7.047671983,3.0390557208579043,18.07349133277236,0.9934496023920424,1.2071932064161626
TOX-2028,0,11.058047092844168,5.795238260180955,14.541097095794845,14.70421904874809,6.01341243589509,2.535922838317687,77.62781348773389,3.1985701288144024,0.2710834918238415,8.023074621212741,13.151638370425491,6.008992282216777,140.64256995790777,1.97804119,1.0307708478406543
TOX-2307,0,10.953240036299963,5.692718142247763,14.537802415510171,14.70714934261554,5.015481715863978,2.4372936770048126,15.946722266843596,3.1775824887474644,0.3471064834880167,8.007703155217571,6.544756405912575,6.003954886445704,16.757811195593987,1.8922160488966808,0.8210714285714288
TOX-72300,0,10.959676350402974,5.700094325,14.543731361705312,14.702484436958883,6.022059907007677,2.4436306968203634,14.953561288656855,3.0602482552899413,0.2975213488377399,17.00110252363538,32.78590758816322,7.008269236913598,43.592997048365206,0.7739983706370367,1.1516963314161357
TOX-45569,0,10.31322351233426,5.746270079922686,14.544425315472,14.70178023197424,6.02323600525164,2.49048778862974,10.633577208012662,4.034569594023475,0.3052682131300837,16.004411756292697,0.0,7.009356137083602,16.926796343427768,0.6534628546291096,0.6428573760515669
TOX-4184,0,10.95967635,5.700094346949045,14.54453366284127,14.701162826775832,6.028252239771091,2.443630832,14.373635638450576,3.0601649060144323,0.3285409333905819,17.001102345957232,33.85386430029279,7.008270380594349,44.72307931909511,0.7739990252373438,1.2376611772104804
TOX-45482,0,10.313223496856356,5.747039118790401,14.544425312644716,14.701780231974208,6.023235839424359,2.4918863792762616,10.633577208012662,4.02982292014002,0.3052682131300837,16.004411756313587,0.0,7.009356062278124,16.926796343427768,0.6534611243978973,0.7266777140314393
TOX-3962,0,10.9544120179145,5.693071288373122,14.544069098253088,14.702710549716716,6.021947971483526,2.4374409028120785,15.950365812018994,3.1362009042562558,0.2723981371962066,8.022017756,31.912693100812486,7.008269069858741,36.98611508385229,0.987256900388488,1.0579545454545451
TOX-22266,0,10.954408524864869,5.692959809955856,14.548182100333468,14.701778093529771,6.023407984731999,2.436951563670722,4.736862953800049,3.2360281233816064,0.2791583878700598,8.02351761506464,49.316543797363664,7.009356956051698,56.23099352521619,1.8943494750119063,1.0667909564393936
TOX-45493,0,10.31322451034534,5.747124062348035,14.544423806647645,14.70178023197425,6.023234431472322,2.491983175697538,10.633577208012662,4.0298197813126295,0.3371640762186857,16.004411542704524,0.0,7.009355213233882,16.926796343427768,0.6534639592851813,0.6587135583876512
TOX-113362,0,10.32463783267943,5.699559215189124,14.64026125180838,14.701778475055589,6.023480469,2.443002202982751,0.0,3.237244294211079,0.2830953274552815,16.00751136751643,15.770678654655852,7.010058013,21.776111557614268,0.6480113383832479,0.7249188623440372
TOX-2721,0,10.985055208751088,5.724373840975101,14.544519854028987,14.70178023197424,6.024523655672084,2.468969485558377,0.0,4.034730518526026,0.30194961,8.024723608472138,0.0,7.010444346127229,17.845473971041084,0.9880047697194452,0.5237079573420836
TOX-3295,0,10.960820494306772,5.699559215189116,14.640255039191503,14.701778475055594,6.023293826854966,2.444189767394963,0.0,3.2369607321663785,0.2664910806026478,8.023346866002269,10.017825047909064,7.009357911982484,11.814359458703011,0.9879381783667478,0.6364727397416845
TOX-15316,0,11.077633242594324,5.816705193362502,14.544587552014573,14.702713153251512,6.021974093,2.559761180692315,4.899909730850478,3.1213687979357627,0.2718068298829802,8.022011488726138,14.09534396535438,7.008266627255394,24.902433425556364,0.9877337113923288,1.118247651356994
TOX-50254,0,10.338090091311248,5.779025730922143,14.544518821805326,14.701780231974215,6.024519950250372,2.5172724836705123,0.0,4.029839118934406,0.3323083226968152,16.002002046670718,11.505707213493578,7.010443616663602,29.35118118453466,0.6516712029385947,0.5124586698917095
TOX-45481,0,10.346698141970784,5.7468123109756375,14.544407299525156,14.701780231974258,6.023234087896643,2.491672815,10.633577208012662,4.029839405414734,0.3076095044312155,16.001212260599086,0.0,7.009355600703636,17.312167054658318,0.5505994919353776,0.7756686319626895
TOX-4073,0,10.943773862402685,5.680027644905502,14.557550729034697,14.70269468581077,6.022242064118347,2.4196128850326635,0.0,3.2970232593533377,0.2833150232629264,8.022246149,0.0,7.008278153,9.551078168738565,0.9950250156680958,0.7519466073414905
TOX-13429,0,11.03581574250764,5.775020641107511,14.544560488407395,14.700290211999585,6.030158208169921,2.5172147708001447,53.37753259197293,4.0254923438520445,0.2079517212221938,8.03251299221228,27.812023471144837,7.009373391900641,138.94270820937098,0.9927589901769548,1.0811881390085922
TOX-5896,0,10.93787625853046,5.677367547926641,13.626975364361844,14.70633004999178,6.010062030185339,2.4219565826260228,9.843390348640757,4.023332946909012,0.2001906600060007,8.010452360227182,0.0,6.0028072168643325,10.707578205824394,0.9876115876775644,0.9141061452513968
TOX-50239,0,10.338090909089924,5.7738549900794895,14.544518067449376,14.701780231974237,6.024519234758463,2.5123176588460945,0.0,4.034554513,0.3501614471810181,16.00200194,11.505707213493578,7.010443002481368,29.35118118453466,0.6516719386578326,0.4810829790266678
TOX-5685,0,11.104755926486694,5.813116907,14.56444724993712,15.578435271411406,5.090355790088723,2.5175073194817505,0.0,2.188871833574936,0.5544923070581674,7.091332482828418,0.0,6.028462043,0.0,1.9899139058959523,1.0655940594059403
