number,value,datetime_start,datetime_complete,duration,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,state
389,0.8018867924528302,2026-07-08 15:58:16.114851,2026-07-08 15:58:16.114851,0 days 00:00:00,10,sqrt,5,2,COMPLETE
390,0.8018867924528302,2026-07-08 15:58:16.114851,2026-07-08 15:58:16.130902,0 days 00:00:00.016051,1000,log2,5,2,COMPLETE
391,0.8018867924528302,2026-07-08 15:58:16.130902,2026-07-08 15:58:16.130902,0 days 00:00:00,100,log2,5,10,COMPLETE
392,0.8018867924528302,2026-07-08 15:58:16.130902,2026-07-08 15:58:16.146688,0 days 00:00:00.015786,10,sqrt,5,2,COMPLETE
393,0.8018867924528302,2026-07-08 15:58:16.146688,2026-07-08 15:58:16.146688,0 days 00:00:00,1000,log2,5,2,COMPLETE
394,0.7264150943396226,2026-07-08 15:58:16.146688,2026-07-08 15:58:16.162448,0 days 00:00:00.015760,100,log2,1,2,COMPLETE
395,0.8018867924528302,2026-07-08 15:58:16.162448,2026-07-08 15:58:16.162448,0 days 00:00:00,10,sqrt,5,2,COMPLETE
396,0.8018867924528302,2026-07-08 15:58:16.162448,2026-07-08 15:58:16.178286,0 days 00:00:00.015838,1000,log2,5,2,COMPLETE
397,0.8018867924528302,2026-07-08 15:58:16.178286,2026-07-08 15:58:16.178286,0 days 00:00:00,100,log2,5,2,COMPLETE
398,0.8018867924528302,2026-07-08 15:58:16.178286,2026-07-08 15:58:16.194113,0 days 00:00:00.015827,10,sqrt,5,2,COMPLETE
399,0.8018867924528302,2026-07-08 15:58:16.194113,2026-07-08 15:58:16.194113,0 days 00:00:00,100,log2,5,2,COMPLETE
400,0.8018867924528302,2026-07-08 15:58:16.194113,2026-07-08 15:58:16.210115,0 days 00:00:00.016002,1000,log2,5,2,COMPLETE
401,0.8018867924528302,2026-07-08 15:58:16.210115,2026-07-08 15:58:16.210115,0 days 00:00:00,10,sqrt,5,2,COMPLETE
402,0.8018867924528302,2026-07-08 15:58:16.210115,2026-07-08 15:58:16.225950,0 days 00:00:00.015835,100,log2,5,2,COMPLETE
403,0.8018867924528302,2026-07-08 15:58:16.225950,2026-07-08 15:58:16.225950,0 days 00:00:00,10,log2,5,2,COMPLETE
404,0.8018867924528302,2026-07-08 15:58:16.225950,2026-07-08 15:58:16.241959,0 days 00:00:00.016009,1000,sqrt,5,10,COMPLETE
405,0.8018867924528302,2026-07-08 15:58:16.241959,2026-07-08 15:58:16.252029,0 days 00:00:00.010070,100,log2,5,2,COMPLETE
406,0.8018867924528302,2026-07-08 15:58:16.252029,2026-07-08 15:58:16.258078,0 days 00:00:00.006049,10,log2,5,2,COMPLETE
407,0.8018867924528302,2026-07-08 15:58:16.258078,2026-07-08 15:58:16.258078,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
408,0.8018867924528302,2026-07-08 15:58:16.258078,2026-07-08 15:58:16.273841,0 days 00:00:00.015763,100,log2,5,2,COMPLETE
409,0.8018867924528302,2026-07-08 15:58:16.273841,2026-07-08 15:58:16.273841,0 days 00:00:00,10,log2,5,2,COMPLETE
410,0.8018867924528302,2026-07-08 15:58:16.273841,2026-07-08 15:58:16.289904,0 days 00:00:00.016063,1000,sqrt,5,2,COMPLETE
411,0.8018867924528302,2026-07-08 15:58:16.289904,2026-07-08 15:58:16.289904,0 days 00:00:00,100,log2,5,2,COMPLETE
412,0.8018867924528302,2026-07-08 15:58:16.289904,2026-07-08 15:58:16.305991,0 days 00:00:00.016087,10,log2,5,2,COMPLETE
413,0.8018867924528302,2026-07-08 15:58:16.305991,2026-07-08 15:58:16.305991,0 days 00:00:00,100,sqrt,5,2,COMPLETE
414,0.8018867924528302,2026-07-08 15:58:16.305991,2026-07-08 15:58:16.321789,0 days 00:00:00.015798,1000,log2,5,10,COMPLETE
415,0.8018867924528302,2026-07-08 15:58:16.321789,2026-07-08 15:58:16.321789,0 days 00:00:00,10,log2,5,2,COMPLETE
416,0.7264150943396226,2026-07-08 15:58:16.321789,2026-07-08 15:58:16.337613,0 days 00:00:00.015824,100,sqrt,1,2,COMPLETE
417,0.8018867924528302,2026-07-08 15:58:16.337613,2026-07-08 15:58:16.337613,0 days 00:00:00,10,log2,5,2,COMPLETE
418,0.8018867924528302,2026-07-08 15:58:16.337613,2026-07-08 15:58:16.337613,0 days 00:00:00,1000,log2,5,2,COMPLETE
419,0.8018867924528302,2026-07-08 15:58:16.337613,2026-07-08 15:58:16.353709,0 days 00:00:00.016096,100,sqrt,5,2,COMPLETE
420,0.8018867924528302,2026-07-08 15:58:16.353709,2026-07-08 15:58:16.353709,0 days 00:00:00,10,log2,5,2,COMPLETE
421,0.8018867924528302,2026-07-08 15:58:16.353709,2026-07-08 15:58:16.369644,0 days 00:00:00.015935,1000,log2,5,2,COMPLETE
422,0.8018867924528302,2026-07-08 15:58:16.369644,2026-07-08 15:58:16.369644,0 days 00:00:00,100,sqrt,5,2,COMPLETE
423,0.8018867924528302,2026-07-08 15:58:16.369644,2026-07-08 15:58:16.385375,0 days 00:00:00.015731,10,log2,5,2,COMPLETE
424,0.8018867924528302,2026-07-08 15:58:16.385375,2026-07-08 15:58:16.401341,0 days 00:00:00.015966,1000,log2,5,2,COMPLETE
425,0.8018867924528302,2026-07-08 15:58:16.401341,2026-07-08 15:58:16.401341,0 days 00:00:00,100,sqrt,5,10,COMPLETE
426,0.8018867924528302,2026-07-08 15:58:16.401341,2026-07-08 15:58:16.417048,0 days 00:00:00.015707,10,log2,5,2,COMPLETE
427,0.8018867924528302,2026-07-08 15:58:16.417048,2026-07-08 15:58:16.417048,0 days 00:00:00,100,log2,5,2,COMPLETE
428,0.8018867924528302,2026-07-08 15:58:16.417048,2026-07-08 15:58:16.432708,0 days 00:00:00.015660,1000,sqrt,5,2,COMPLETE
429,0.8018867924528302,2026-07-08 15:58:16.432708,2026-07-08 15:58:16.432708,0 days 00:00:00,10,log2,5,2,COMPLETE
430,0.8018867924528302,2026-07-08 15:58:16.432708,2026-07-08 15:58:16.448532,0 days 00:00:00.015824,100,log2,5,2,COMPLETE
431,0.8018867924528302,2026-07-08 15:58:16.448532,2026-07-08 15:58:16.448532,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
432,0.7830188679245284,2026-07-08 15:58:16.448532,2026-07-08 15:58:16.464483,0 days 00:00:00.015951,10,log2,1,2,COMPLETE
433,0.8018867924528302,2026-07-08 15:58:16.464483,2026-07-08 15:58:16.464483,0 days 00:00:00,100,log2,5,2,COMPLETE
434,0.8018867924528302,2026-07-08 15:58:16.464483,2026-07-08 15:58:16.480212,0 days 00:00:00.015729,10,sqrt,5,2,COMPLETE
435,0.8018867924528302,2026-07-08 15:58:16.480212,2026-07-08 15:58:16.480212,0 days 00:00:00,1000,log2,5,2,COMPLETE
436,0.8018867924528302,2026-07-08 15:58:16.480212,2026-07-08 15:58:16.496058,0 days 00:00:00.015846,100,log2,5,2,COMPLETE
437,0.8018867924528302,2026-07-08 15:58:16.496058,2026-07-08 15:58:16.496058,0 days 00:00:00,10,sqrt,5,10,COMPLETE
438,0.8018867924528302,2026-07-08 15:58:16.496058,2026-07-08 15:58:16.511725,0 days 00:00:00.015667,1000,log2,5,2,COMPLETE
439,0.8018867924528302,2026-07-08 15:58:16.511725,2026-07-08 15:58:16.511725,0 days 00:00:00,100,sqrt,5,2,COMPLETE
440,0.8018867924528302,2026-07-08 15:58:16.511725,2026-07-08 15:58:16.527743,0 days 00:00:00.016018,10,log2,5,2,COMPLETE
441,0.8018867924528302,2026-07-08 15:58:16.527743,2026-07-08 15:58:16.527743,0 days 00:00:00,100,log2,5,2,COMPLETE
442,0.8018867924528302,2026-07-08 15:58:16.527743,2026-07-08 15:58:16.543743,0 days 00:00:00.016000,1000,sqrt,5,2,COMPLETE
443,0.8018867924528302,2026-07-08 15:58:16.543743,2026-07-08 15:58:16.543743,0 days 00:00:00,10,log2,5,2,COMPLETE
444,0.8018867924528302,2026-07-08 15:58:16.543743,2026-07-08 15:58:16.559437,0 days 00:00:00.015694,100,log2,5,2,COMPLETE
445,0.8018867924528302,2026-07-08 15:58:16.559437,2026-07-08 15:58:16.559437,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
446,0.8018867924528302,2026-07-08 15:58:16.559437,2026-07-08 15:58:16.575258,0 days 00:00:00.015821,10,log2,5,2,COMPLETE
447,0.8018867924528302,2026-07-08 15:58:16.575258,2026-07-08 15:58:16.575258,0 days 00:00:00,100,log2,5,2,COMPLETE
448,0.8018867924528302,2026-07-08 15:58:16.575258,2026-07-08 15:58:16.591001,0 days 00:00:00.015743,10,sqrt,5,10,COMPLETE
449,0.8018867924528302,2026-07-08 15:58:16.591001,2026-07-08 15:58:16.591001,0 days 00:00:00,1000,log2,5,2,COMPLETE
450,0.8018867924528302,2026-07-08 15:58:16.591001,2026-07-08 15:58:16.606643,0 days 00:00:00.015642,100,log2,5,2,COMPLETE
451,0.7830188679245284,2026-07-08 15:58:16.606643,2026-07-08 15:58:16.606643,0 days 00:00:00,10,sqrt,1,2,COMPLETE
452,0.8018867924528302,2026-07-08 15:58:16.606643,2026-07-08 15:58:16.622443,0 days 00:00:00.015800,1000,log2,5,2,COMPLETE
453,0.8018867924528302,2026-07-08 15:58:16.622443,2026-07-08 15:58:16.622443,0 days 00:00:00,100,log2,5,2,COMPLETE
454,0.8018867924528302,2026-07-08 15:58:16.622443,2026-07-08 15:58:16.638453,0 days 00:00:00.016010,10,sqrt,5,2,COMPLETE
455,0.8018867924528302,2026-07-08 15:58:16.638453,2026-07-08 15:58:16.638453,0 days 00:00:00,100,log2,5,2,COMPLETE
456,0.8018867924528302,2026-07-08 15:58:16.638453,2026-07-08 15:58:16.638453,0 days 00:00:00,1000,log2,5,2,COMPLETE
457,0.8018867924528302,2026-07-08 15:58:16.638453,2026-07-08 15:58:16.654381,0 days 00:00:00.015928,10,sqrt,5,2,COMPLETE
458,0.8018867924528302,2026-07-08 15:58:16.654381,2026-07-08 15:58:16.654381,0 days 00:00:00,100,log2,5,2,COMPLETE
459,0.8018867924528302,2026-07-08 15:58:16.654381,2026-07-08 15:58:16.670156,0 days 00:00:00.015775,1000,log2,5,10,COMPLETE
460,0.8018867924528302,2026-07-08 15:58:16.670156,2026-07-08 15:58:16.670156,0 days 00:00:00,10,sqrt,5,2,COMPLETE
461,0.8018867924528302,2026-07-08 15:58:16.670156,2026-07-08 15:58:16.686019,0 days 00:00:00.015863,100,log2,5,2,COMPLETE
462,0.8018867924528302,2026-07-08 15:58:16.686019,2026-07-08 15:58:16.686019,0 days 00:00:00,10,log2,5,2,COMPLETE
463,0.8018867924528302,2026-07-08 15:58:16.686019,2026-07-08 15:58:16.701747,0 days 00:00:00.015728,1000,sqrt,5,2,COMPLETE
464,0.8018867924528302,2026-07-08 15:58:16.701747,2026-07-08 15:58:16.701747,0 days 00:00:00,100,log2,5,2,COMPLETE
465,0.8018867924528302,2026-07-08 15:58:16.701747,2026-07-08 15:58:16.717544,0 days 00:00:00.015797,10,log2,5,2,COMPLETE
466,0.8018867924528302,2026-07-08 15:58:16.717544,2026-07-08 15:58:16.717544,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
467,0.8018867924528302,2026-07-08 15:58:16.717544,2026-07-08 15:58:16.733497,0 days 00:00:00.015953,100,log2,5,2,COMPLETE
468,0.8018867924528302,2026-07-08 15:58:16.733497,2026-07-08 15:58:16.733497,0 days 00:00:00,10,log2,5,2,COMPLETE
469,0.8018867924528302,2026-07-08 15:58:16.733497,2026-07-08 15:58:16.733497,0 days 00:00:00,100,sqrt,5,2,COMPLETE
470,0.7264150943396226,2026-07-08 15:58:16.749392,2026-07-08 15:58:16.749392,0 days 00:00:00,1000,log2,1,2,COMPLETE
471,0.8018867924528302,2026-07-08 15:58:16.749392,2026-07-08 15:58:16.749392,0 days 00:00:00,10,log2,5,10,COMPLETE
472,0.8018867924528302,2026-07-08 15:58:16.749392,2026-07-08 15:58:16.765164,0 days 00:00:00.015772,100,sqrt,5,2,COMPLETE
473,0.8018867924528302,2026-07-08 15:58:16.765164,2026-07-08 15:58:16.765164,0 days 00:00:00,1000,log2,5,2,COMPLETE
474,0.8018867924528302,2026-07-08 15:58:16.765164,2026-07-08 15:58:16.781104,0 days 00:00:00.015940,10,log2,5,2,COMPLETE
475,0.8018867924528302,2026-07-08 15:58:16.781104,2026-07-08 15:58:16.781104,0 days 00:00:00,100,sqrt,5,2,COMPLETE
476,0.8018867924528302,2026-07-08 15:58:16.781104,2026-07-08 15:58:16.797215,0 days 00:00:00.016111,10,log2,5,2,COMPLETE
477,0.8018867924528302,2026-07-08 15:58:16.797215,2026-07-08 15:58:16.797215,0 days 00:00:00,1000,log2,5,2,COMPLETE
478,0.8018867924528302,2026-07-08 15:58:16.797215,2026-07-08 15:58:16.812889,0 days 00:00:00.015674,100,sqrt,5,2,COMPLETE
479,0.8018867924528302,2026-07-08 15:58:16.812889,2026-07-08 15:58:16.812889,0 days 00:00:00,10,log2,5,2,COMPLETE
480,0.8018867924528302,2026-07-08 15:58:16.812889,2026-07-08 15:58:16.828692,0 days 00:00:00.015803,1000,log2,5,2,COMPLETE
481,0.8018867924528302,2026-07-08 15:58:16.828692,2026-07-08 15:58:16.828692,0 days 00:00:00,100,sqrt,5,2,COMPLETE
482,0.8018867924528302,2026-07-08 15:58:16.828692,2026-07-08 15:58:16.844496,0 days 00:00:00.015804,10,log2,5,10,COMPLETE
483,0.8018867924528302,2026-07-08 15:58:16.844496,2026-07-08 15:58:16.844496,0 days 00:00:00,100,log2,5,2,COMPLETE
484,0.8018867924528302,2026-07-08 15:58:16.844496,2026-07-08 15:58:16.860569,0 days 00:00:00.016073,1000,sqrt,5,2,COMPLETE
485,0.8018867924528302,2026-07-08 15:58:16.860569,2026-07-08 15:58:16.860569,0 days 00:00:00,10,log2,5,2,COMPLETE
486,0.8018867924528302,2026-07-08 15:58:16.860569,2026-07-08 15:58:16.876317,0 days 00:00:00.015748,100,log2,5,2,COMPLETE
487,0.8018867924528302,2026-07-08 15:58:16.876317,2026-07-08 15:58:16.876317,0 days 00:00:00,1000,sqrt,5,2,COMPLETE
488,0.8018867924528302,2026-07-08 15:58:16.876317,2026-07-08 15:58:16.892241,0 days 00:00:00.015924,10,log2,5,2,COMPLETE
489,0.8018867924528302,2026-07-08 15:58:16.892241,2026-07-08 15:58:16.892241,0 days 00:00:00,100,log2,5,2,COMPLETE
490,0.7830188679245284,2026-07-08 15:58:16.892241,2026-07-08 15:58:16.908027,0 days 00:00:00.015786,10,sqrt,1,2,COMPLETE
491,0.8018867924528302,2026-07-08 15:58:16.908027,2026-07-08 15:58:16.908027,0 days 00:00:00,1000,log2,5,2,COMPLETE
492,0.8018867924528302,2026-07-08 15:58:16.908027,2026-07-08 15:58:16.923825,0 days 00:00:00.015798,100,log2,5,2,COMPLETE
493,0.8018867924528302,2026-07-08 15:58:16.923825,2026-07-08 15:58:16.923825,0 days 00:00:00,10,sqrt,5,10,COMPLETE
494,0.8018867924528302,2026-07-08 15:58:16.923825,2026-07-08 15:58:16.939587,0 days 00:00:00.015762,1000,log2,5,2,COMPLETE
495,0.8018867924528302,2026-07-08 15:58:16.939587,2026-07-08 15:58:16.939587,0 days 00:00:00,100,log2,5,2,COMPLETE
496,0.8018867924528302,2026-07-08 15:58:16.939587,2026-07-08 15:58:16.955640,0 days 00:00:00.016053,10,sqrt,5,2,COMPLETE
497,0.8018867924528302,2026-07-08 15:58:16.955640,2026-07-08 15:58:16.971438,0 days 00:00:00.015798,1000,log2,5,2,COMPLETE
498,0.8018867924528302,2026-07-08 15:58:16.971438,2026-07-08 15:58:16.971438,0 days 00:00:00,100,sqrt,5,2,COMPLETE
499,0.8018867924528302,2026-07-08 15:58:16.971438,2026-07-08 15:58:16.971438,0 days 00:00:00,10,log2,5,2,COMPLETE
