number,value,datetime_start,datetime_complete,duration,params_algorithm,params_learning_rate,params_n_estimators,params_random_state,state
354,0.8057142857142857,2026-07-08 11:52:13.561048,2026-07-08 11:52:13.661269,0 days 00:00:00.100221,SAMME,1.0,100,42,COMPLETE
355,0.8057142857142857,2026-07-08 11:52:13.661269,2026-07-08 11:52:13.771267,0 days 00:00:00.109998,SAMME,1.0,100,42,COMPLETE
356,0.8057142857142857,2026-07-08 11:52:13.771267,2026-07-08 11:52:13.886556,0 days 00:00:00.115289,SAMME,1.0,100,42,COMPLETE
357,0.7828571428571428,2026-07-08 11:52:13.887571,2026-07-08 11:52:13.940540,0 days 00:00:00.052969,SAMME,1.0,50,42,COMPLETE
358,0.8057142857142857,2026-07-08 11:52:13.940540,2026-07-08 11:52:14.050786,0 days 00:00:00.110246,SAMME,1.0,100,42,COMPLETE
359,0.8057142857142857,2026-07-08 11:52:14.050786,2026-07-08 11:52:14.144185,0 days 00:00:00.093399,SAMME,1.0,100,42,COMPLETE
360,0.8057142857142857,2026-07-08 11:52:14.144185,2026-07-08 11:52:14.253341,0 days 00:00:00.109156,SAMME,1.0,100,42,COMPLETE
361,0.8057142857142857,2026-07-08 11:52:14.253341,2026-07-08 11:52:14.361909,0 days 00:00:00.108568,SAMME,1.0,100,42,COMPLETE
362,0.8057142857142857,2026-07-08 11:52:14.361909,2026-07-08 11:52:14.478611,0 days 00:00:00.116702,SAMME,1.0,100,42,COMPLETE
363,0.8057142857142857,2026-07-08 11:52:14.479601,2026-07-08 11:52:14.577931,0 days 00:00:00.098330,SAMME,1.0,100,42,COMPLETE
364,0.7942857142857143,2026-07-08 11:52:14.577931,2026-07-08 11:52:14.690404,0 days 00:00:00.112473,SAMME,0.8,100,42,COMPLETE
365,0.8057142857142857,2026-07-08 11:52:14.690404,2026-07-08 11:52:14.799223,0 days 00:00:00.108819,SAMME,1.0,100,42,COMPLETE
366,0.8057142857142857,2026-07-08 11:52:14.799223,2026-07-08 11:52:14.904805,0 days 00:00:00.105582,SAMME,1.0,100,42,COMPLETE
367,0.8057142857142857,2026-07-08 11:52:14.904805,2026-07-08 11:52:15.008597,0 days 00:00:00.103792,SAMME,1.0,100,42,COMPLETE
368,0.8057142857142857,2026-07-08 11:52:15.009609,2026-07-08 11:52:15.111591,0 days 00:00:00.101982,SAMME,1.0,100,42,COMPLETE
369,0.8057142857142857,2026-07-08 11:52:15.112630,2026-07-08 11:52:15.225476,0 days 00:00:00.112846,SAMME,1.0,100,42,COMPLETE
370,0.8057142857142857,2026-07-08 11:52:15.225476,2026-07-08 11:52:15.334325,0 days 00:00:00.108849,SAMME,1.0,100,42,COMPLETE
371,0.8057142857142857,2026-07-08 11:52:15.334325,2026-07-08 11:52:15.430448,0 days 00:00:00.096123,SAMME,1.0,100,42,COMPLETE
372,0.8057142857142857,2026-07-08 11:52:15.430448,2026-07-08 11:52:15.549714,0 days 00:00:00.119266,SAMME,1.0,100,42,COMPLETE
373,0.8057142857142857,2026-07-08 11:52:15.551345,2026-07-08 11:52:15.658787,0 days 00:00:00.107442,SAMME,1.0,100,42,COMPLETE
374,0.8057142857142857,2026-07-08 11:52:15.658787,2026-07-08 11:52:15.763092,0 days 00:00:00.104305,SAMME,1.0,100,42,COMPLETE
375,0.8057142857142857,2026-07-08 11:52:15.763092,2026-07-08 11:52:15.858462,0 days 00:00:00.095370,SAMME,1.0,100,42,COMPLETE
376,0.7828571428571428,2026-07-08 11:52:15.874504,2026-07-08 11:52:15.922774,0 days 00:00:00.048270,SAMME,1.0,50,42,COMPLETE
377,0.8057142857142857,2026-07-08 11:52:15.922774,2026-07-08 11:52:16.037315,0 days 00:00:00.114541,SAMME,1.0,100,42,COMPLETE
378,0.8057142857142857,2026-07-08 11:52:16.037315,2026-07-08 11:52:16.143892,0 days 00:00:00.106577,SAMME,1.0,100,42,COMPLETE
379,0.8057142857142857,2026-07-08 11:52:16.143892,2026-07-08 11:52:16.253016,0 days 00:00:00.109124,SAMME,1.0,100,42,COMPLETE
380,0.8057142857142857,2026-07-08 11:52:16.253016,2026-07-08 11:52:16.362315,0 days 00:00:00.109299,SAMME,1.0,100,42,COMPLETE
381,0.8057142857142857,2026-07-08 11:52:16.363335,2026-07-08 11:52:16.455774,0 days 00:00:00.092439,SAMME,1.0,100,42,COMPLETE
382,0.8057142857142857,2026-07-08 11:52:16.455774,2026-07-08 11:52:16.564658,0 days 00:00:00.108884,SAMME,1.0,100,42,COMPLETE
383,0.7942857142857143,2026-07-08 11:52:16.564658,2026-07-08 11:52:16.681227,0 days 00:00:00.116569,SAMME,0.8,100,42,COMPLETE
384,0.8057142857142857,2026-07-08 11:52:16.681227,2026-07-08 11:52:16.794585,0 days 00:00:00.113358,SAMME,1.0,100,42,COMPLETE
385,0.8057142857142857,2026-07-08 11:52:16.794585,2026-07-08 11:52:16.893674,0 days 00:00:00.099089,SAMME,1.0,100,42,COMPLETE
386,0.8057142857142857,2026-07-08 11:52:16.893674,2026-07-08 11:52:17.002757,0 days 00:00:00.109083,SAMME,1.0,100,42,COMPLETE
387,0.8057142857142857,2026-07-08 11:52:17.002757,2026-07-08 11:52:17.112799,0 days 00:00:00.110042,SAMME,1.0,100,42,COMPLETE
388,0.8057142857142857,2026-07-08 11:52:17.112799,2026-07-08 11:52:17.222011,0 days 00:00:00.109212,SAMME,1.0,100,42,COMPLETE
389,0.8057142857142857,2026-07-08 11:52:17.222011,2026-07-08 11:52:17.334608,0 days 00:00:00.112597,SAMME,1.0,100,42,COMPLETE
390,0.8057142857142857,2026-07-08 11:52:17.334608,2026-07-08 11:52:17.426863,0 days 00:00:00.092255,SAMME,1.0,100,42,COMPLETE
391,0.8057142857142857,2026-07-08 11:52:17.426863,2026-07-08 11:52:17.528842,0 days 00:00:00.101979,SAMME,1.0,100,42,COMPLETE
392,0.8057142857142857,2026-07-08 11:52:17.528842,2026-07-08 11:52:17.645439,0 days 00:00:00.116597,SAMME,1.0,100,42,COMPLETE
393,0.8057142857142857,2026-07-08 11:52:17.645439,2026-07-08 11:52:17.737112,0 days 00:00:00.091673,SAMME,1.0,100,42,COMPLETE
394,0.8057142857142857,2026-07-08 11:52:17.752852,2026-07-08 11:52:17.846970,0 days 00:00:00.094118,SAMME,1.0,100,42,COMPLETE
395,0.7828571428571428,2026-07-08 11:52:17.846970,2026-07-08 11:52:17.898052,0 days 00:00:00.051082,SAMME,1.0,50,42,COMPLETE
396,0.8057142857142857,2026-07-08 11:52:17.898052,2026-07-08 11:52:18.010858,0 days 00:00:00.112806,SAMME,1.0,100,42,COMPLETE
397,0.8057142857142857,2026-07-08 11:52:18.011788,2026-07-08 11:52:18.113454,0 days 00:00:00.101666,SAMME,1.0,100,42,COMPLETE
398,0.8057142857142857,2026-07-08 11:52:18.113454,2026-07-08 11:52:18.214294,0 days 00:00:00.100840,SAMME,1.0,100,42,COMPLETE
399,0.8057142857142857,2026-07-08 11:52:18.214294,2026-07-08 11:52:18.321969,0 days 00:00:00.107675,SAMME,1.0,100,42,COMPLETE
400,0.8057142857142857,2026-07-08 11:52:18.321969,2026-07-08 11:52:18.412449,0 days 00:00:00.090480,SAMME,1.0,100,42,COMPLETE
401,0.8057142857142857,2026-07-08 11:52:18.412449,2026-07-08 11:52:18.528339,0 days 00:00:00.115890,SAMME,1.0,100,42,COMPLETE
402,0.7942857142857143,2026-07-08 11:52:18.528339,2026-07-08 11:52:18.627578,0 days 00:00:00.099239,SAMME,0.8,100,42,COMPLETE
403,0.8057142857142857,2026-07-08 11:52:18.627578,2026-07-08 11:52:18.737478,0 days 00:00:00.109900,SAMME,1.0,100,42,COMPLETE
404,0.8057142857142857,2026-07-08 11:52:18.737478,2026-07-08 11:52:18.847456,0 days 00:00:00.109978,SAMME,1.0,100,42,COMPLETE
405,0.8057142857142857,2026-07-08 11:52:18.847456,2026-07-08 11:52:18.956898,0 days 00:00:00.109442,SAMME,1.0,100,42,COMPLETE
406,0.8057142857142857,2026-07-08 11:52:18.956898,2026-07-08 11:52:19.066212,0 days 00:00:00.109314,SAMME,1.0,100,42,COMPLETE
407,0.8057142857142857,2026-07-08 11:52:19.066212,2026-07-08 11:52:19.164540,0 days 00:00:00.098328,SAMME,1.0,100,42,COMPLETE
408,0.8057142857142857,2026-07-08 11:52:19.164540,2026-07-08 11:52:19.279933,0 days 00:00:00.115393,SAMME,1.0,100,42,COMPLETE
409,0.8057142857142857,2026-07-08 11:52:19.279933,2026-07-08 11:52:19.378880,0 days 00:00:00.098947,SAMME,1.0,100,42,COMPLETE
410,0.8057142857142857,2026-07-08 11:52:19.378880,2026-07-08 11:52:19.489771,0 days 00:00:00.110891,SAMME,1.0,100,42,COMPLETE
411,0.8057142857142857,2026-07-08 11:52:19.489771,2026-07-08 11:52:19.581522,0 days 00:00:00.091751,SAMME,1.0,100,42,COMPLETE
412,0.8057142857142857,2026-07-08 11:52:19.581522,2026-07-08 11:52:19.691117,0 days 00:00:00.109595,SAMME,1.0,100,42,COMPLETE
413,0.8057142857142857,2026-07-08 11:52:19.691117,2026-07-08 11:52:19.799282,0 days 00:00:00.108165,SAMME,1.0,100,42,COMPLETE
414,0.8057142857142857,2026-07-08 11:52:19.799282,2026-07-08 11:52:19.909888,0 days 00:00:00.110606,SAMME,1.0,100,42,COMPLETE
415,0.7828571428571428,2026-07-08 11:52:19.909888,2026-07-08 11:52:19.957782,0 days 00:00:00.047894,SAMME,1.0,50,42,COMPLETE
416,0.8057142857142857,2026-07-08 11:52:19.957782,2026-07-08 11:52:20.067128,0 days 00:00:00.109346,SAMME,1.0,100,42,COMPLETE
417,0.8057142857142857,2026-07-08 11:52:20.067128,2026-07-08 11:52:20.182376,0 days 00:00:00.115248,SAMME,1.0,100,42,COMPLETE
418,0.8057142857142857,2026-07-08 11:52:20.183311,2026-07-08 11:52:20.286158,0 days 00:00:00.102847,SAMME,1.0,100,42,COMPLETE
419,0.8057142857142857,2026-07-08 11:52:20.286158,2026-07-08 11:52:20.380897,0 days 00:00:00.094739,SAMME,1.0,100,42,COMPLETE
420,0.8057142857142857,2026-07-08 11:52:20.380897,2026-07-08 11:52:20.487928,0 days 00:00:00.107031,SAMME,1.0,100,42,COMPLETE
421,0.7942857142857143,2026-07-08 11:52:20.487928,2026-07-08 11:52:20.597252,0 days 00:00:00.109324,SAMME,0.8,100,42,COMPLETE
422,0.8057142857142857,2026-07-08 11:52:20.597252,2026-07-08 11:52:20.697549,0 days 00:00:00.100297,SAMME,1.0,100,42,COMPLETE
423,0.8057142857142857,2026-07-08 11:52:20.697549,2026-07-08 11:52:20.811263,0 days 00:00:00.113714,SAMME,1.0,100,42,COMPLETE
424,0.8057142857142857,2026-07-08 11:52:20.811263,2026-07-08 11:52:20.909453,0 days 00:00:00.098190,SAMME,1.0,100,42,COMPLETE
425,0.8057142857142857,2026-07-08 11:52:20.909453,2026-07-08 11:52:21.014246,0 days 00:00:00.104793,SAMME,1.0,100,42,COMPLETE
426,0.8057142857142857,2026-07-08 11:52:21.014246,2026-07-08 11:52:21.127232,0 days 00:00:00.112986,SAMME,1.0,100,42,COMPLETE
427,0.8057142857142857,2026-07-08 11:52:21.127232,2026-07-08 11:52:21.222187,0 days 00:00:00.094955,SAMME,1.0,100,42,COMPLETE
428,0.8057142857142857,2026-07-08 11:52:21.222187,2026-07-08 11:52:21.331373,0 days 00:00:00.109186,SAMME,1.0,100,42,COMPLETE
429,0.8057142857142857,2026-07-08 11:52:21.331373,2026-07-08 11:52:21.442510,0 days 00:00:00.111137,SAMME,1.0,100,42,COMPLETE
430,0.8057142857142857,2026-07-08 11:52:21.442510,2026-07-08 11:52:21.550001,0 days 00:00:00.107491,SAMME,1.0,100,42,COMPLETE
431,0.8057142857142857,2026-07-08 11:52:21.550001,2026-07-08 11:52:21.662964,0 days 00:00:00.112963,SAMME,1.0,100,42,COMPLETE
432,0.8057142857142857,2026-07-08 11:52:21.662964,2026-07-08 11:52:21.772499,0 days 00:00:00.109535,SAMME,1.0,100,42,COMPLETE
433,0.7828571428571428,2026-07-08 11:52:21.772499,2026-07-08 11:52:21.829249,0 days 00:00:00.056750,SAMME,1.0,50,42,COMPLETE
434,0.8057142857142857,2026-07-08 11:52:21.829249,2026-07-08 11:52:21.948684,0 days 00:00:00.119435,SAMME,1.0,100,42,COMPLETE
435,0.8057142857142857,2026-07-08 11:52:21.948684,2026-07-08 11:52:22.083486,0 days 00:00:00.134802,SAMME,1.0,100,42,COMPLETE
436,0.8057142857142857,2026-07-08 11:52:22.083486,2026-07-08 11:52:22.212190,0 days 00:00:00.128704,SAMME,1.0,100,42,COMPLETE
437,0.8057142857142857,2026-07-08 11:52:22.212190,2026-07-08 11:52:22.324816,0 days 00:00:00.112626,SAMME,1.0,100,42,COMPLETE
438,0.8057142857142857,2026-07-08 11:52:22.324816,2026-07-08 11:52:22.439294,0 days 00:00:00.114478,SAMME,1.0,100,42,COMPLETE
439,0.8057142857142857,2026-07-08 11:52:22.439294,2026-07-08 11:52:22.550660,0 days 00:00:00.111366,SAMME,1.0,100,42,COMPLETE
440,0.7942857142857143,2026-07-08 11:52:22.555535,2026-07-08 11:52:22.660541,0 days 00:00:00.105006,SAMME,0.8,100,42,COMPLETE
441,0.8057142857142857,2026-07-08 11:52:22.660541,2026-07-08 11:52:22.801687,0 days 00:00:00.141146,SAMME,1.0,100,42,COMPLETE
442,0.8057142857142857,2026-07-08 11:52:22.801687,2026-07-08 11:52:22.917561,0 days 00:00:00.115874,SAMME,1.0,100,42,COMPLETE
443,0.8057142857142857,2026-07-08 11:52:22.917561,2026-07-08 11:52:23.026985,0 days 00:00:00.109424,SAMME,1.0,100,42,COMPLETE
444,0.8057142857142857,2026-07-08 11:52:23.026985,2026-07-08 11:52:23.129046,0 days 00:00:00.102061,SAMME,1.0,100,42,COMPLETE
445,0.8057142857142857,2026-07-08 11:52:23.129046,2026-07-08 11:52:23.228100,0 days 00:00:00.099054,SAMME,1.0,100,42,COMPLETE
446,0.8057142857142857,2026-07-08 11:52:23.228100,2026-07-08 11:52:23.339850,0 days 00:00:00.111750,SAMME,1.0,100,42,COMPLETE
447,0.8057142857142857,2026-07-08 11:52:23.339850,2026-07-08 11:52:23.441930,0 days 00:00:00.102080,SAMME,1.0,100,42,COMPLETE
448,0.8057142857142857,2026-07-08 11:52:23.441930,2026-07-08 11:52:23.545021,0 days 00:00:00.103091,SAMME,1.0,100,42,COMPLETE
449,0.8057142857142857,2026-07-08 11:52:23.545021,2026-07-08 11:52:23.674121,0 days 00:00:00.129100,SAMME,1.0,100,42,COMPLETE
450,0.8057142857142857,2026-07-08 11:52:23.674121,2026-07-08 11:52:23.783260,0 days 00:00:00.109139,SAMME,1.0,100,42,COMPLETE
451,0.8057142857142857,2026-07-08 11:52:23.784289,2026-07-08 11:52:23.894018,0 days 00:00:00.109729,SAMME,1.0,100,42,COMPLETE
452,0.8057142857142857,2026-07-08 11:52:23.894970,2026-07-08 11:52:23.989141,0 days 00:00:00.094171,SAMME,1.0,100,42,COMPLETE
453,0.7828571428571428,2026-07-08 11:52:23.989141,2026-07-08 11:52:24.060129,0 days 00:00:00.070988,SAMME,1.0,50,42,COMPLETE
454,0.8057142857142857,2026-07-08 11:52:24.060129,2026-07-08 11:52:24.161410,0 days 00:00:00.101281,SAMME,1.0,100,42,COMPLETE
455,0.8057142857142857,2026-07-08 11:52:24.161410,2026-07-08 11:52:24.268631,0 days 00:00:00.107221,SAMME,1.0,100,42,COMPLETE
456,0.8057142857142857,2026-07-08 11:52:24.268631,2026-07-08 11:52:24.391038,0 days 00:00:00.122407,SAMME,1.0,100,42,COMPLETE
457,0.8057142857142857,2026-07-08 11:52:24.395320,2026-07-08 11:52:24.503480,0 days 00:00:00.108160,SAMME,1.0,100,42,COMPLETE
458,0.8057142857142857,2026-07-08 11:52:24.503480,2026-07-08 11:52:24.638753,0 days 00:00:00.135273,SAMME,1.0,100,42,COMPLETE
459,0.7942857142857143,2026-07-08 11:52:24.638753,2026-07-08 11:52:24.747480,0 days 00:00:00.108727,SAMME,0.8,100,42,COMPLETE
460,0.8057142857142857,2026-07-08 11:52:24.747480,2026-07-08 11:52:24.878095,0 days 00:00:00.130615,SAMME,1.0,100,42,COMPLETE
461,0.8057142857142857,2026-07-08 11:52:24.878095,2026-07-08 11:52:24.990928,0 days 00:00:00.112833,SAMME,1.0,100,42,COMPLETE
462,0.8057142857142857,2026-07-08 11:52:24.991809,2026-07-08 11:52:25.105112,0 days 00:00:00.113303,SAMME,1.0,100,42,COMPLETE
463,0.8057142857142857,2026-07-08 11:52:25.105112,2026-07-08 11:52:25.217641,0 days 00:00:00.112529,SAMME,1.0,100,42,COMPLETE
464,0.8057142857142857,2026-07-08 11:52:25.217641,2026-07-08 11:52:25.326622,0 days 00:00:00.108981,SAMME,1.0,100,42,COMPLETE
465,0.8057142857142857,2026-07-08 11:52:25.326622,2026-07-08 11:52:25.434698,0 days 00:00:00.108076,SAMME,1.0,100,42,COMPLETE
466,0.8057142857142857,2026-07-08 11:52:25.434698,2026-07-08 11:52:25.545673,0 days 00:00:00.110975,SAMME,1.0,100,42,COMPLETE
467,0.8057142857142857,2026-07-08 11:52:25.545673,2026-07-08 11:52:25.650143,0 days 00:00:00.104470,SAMME,1.0,100,42,COMPLETE
468,0.8057142857142857,2026-07-08 11:52:25.651137,2026-07-08 11:52:25.748509,0 days 00:00:00.097372,SAMME,1.0,100,42,COMPLETE
469,0.8057142857142857,2026-07-08 11:52:25.748509,2026-07-08 11:52:25.856432,0 days 00:00:00.107923,SAMME,1.0,100,42,COMPLETE
470,0.8057142857142857,2026-07-08 11:52:25.856432,2026-07-08 11:52:25.963479,0 days 00:00:00.107047,SAMME,1.0,100,42,COMPLETE
471,0.8057142857142857,2026-07-08 11:52:25.963479,2026-07-08 11:52:26.080026,0 days 00:00:00.116547,SAMME,1.0,100,42,COMPLETE
472,0.7828571428571428,2026-07-08 11:52:26.080026,2026-07-08 11:52:26.129211,0 days 00:00:00.049185,SAMME,1.0,50,42,COMPLETE
473,0.8057142857142857,2026-07-08 11:52:26.129211,2026-07-08 11:52:26.222215,0 days 00:00:00.093004,SAMME,1.0,100,42,COMPLETE
474,0.8057142857142857,2026-07-08 11:52:26.222215,2026-07-08 11:52:26.358145,0 days 00:00:00.135930,SAMME,1.0,100,42,COMPLETE
475,0.8057142857142857,2026-07-08 11:52:26.358145,2026-07-08 11:52:26.473142,0 days 00:00:00.114997,SAMME,1.0,100,42,COMPLETE
476,0.8057142857142857,2026-07-08 11:52:26.473142,2026-07-08 11:52:26.605320,0 days 00:00:00.132178,SAMME,1.0,100,42,COMPLETE
477,0.8057142857142857,2026-07-08 11:52:26.606320,2026-07-08 11:52:26.736663,0 days 00:00:00.130343,SAMME,1.0,100,42,COMPLETE
478,0.7942857142857143,2026-07-08 11:52:26.736663,2026-07-08 11:52:26.873662,0 days 00:00:00.136999,SAMME,0.8,100,42,COMPLETE
479,0.8057142857142857,2026-07-08 11:52:26.873662,2026-07-08 11:52:26.972052,0 days 00:00:00.098390,SAMME,1.0,100,42,COMPLETE
480,0.8057142857142857,2026-07-08 11:52:26.972052,2026-07-08 11:52:27.090634,0 days 00:00:00.118582,SAMME,1.0,100,42,COMPLETE
481,0.8057142857142857,2026-07-08 11:52:27.091527,2026-07-08 11:52:27.199239,0 days 00:00:00.107712,SAMME,1.0,100,42,COMPLETE
482,0.8057142857142857,2026-07-08 11:52:27.199239,2026-07-08 11:52:27.305615,0 days 00:00:00.106376,SAMME,1.0,100,42,COMPLETE
483,0.8057142857142857,2026-07-08 11:52:27.307620,2026-07-08 11:52:27.409237,0 days 00:00:00.101617,SAMME,1.0,100,42,COMPLETE
484,0.8057142857142857,2026-07-08 11:52:27.409237,2026-07-08 11:52:27.517002,0 days 00:00:00.107765,SAMME,1.0,100,42,COMPLETE
485,0.8057142857142857,2026-07-08 11:52:27.517989,2026-07-08 11:52:27.628332,0 days 00:00:00.110343,SAMME,1.0,100,42,COMPLETE
486,0.8057142857142857,2026-07-08 11:52:27.628332,2026-07-08 11:52:27.721215,0 days 00:00:00.092883,SAMME,1.0,100,42,COMPLETE
487,0.8057142857142857,2026-07-08 11:52:27.721215,2026-07-08 11:52:27.847505,0 days 00:00:00.126290,SAMME,1.0,100,42,COMPLETE
488,0.8057142857142857,2026-07-08 11:52:27.847505,2026-07-08 11:52:27.964523,0 days 00:00:00.117018,SAMME,1.0,100,42,COMPLETE
489,0.8057142857142857,2026-07-08 11:52:27.964523,2026-07-08 11:52:28.066196,0 days 00:00:00.101673,SAMME,1.0,100,42,COMPLETE
490,0.7828571428571428,2026-07-08 11:52:28.066196,2026-07-08 11:52:28.136190,0 days 00:00:00.069994,SAMME,1.0,50,42,COMPLETE
491,0.8057142857142857,2026-07-08 11:52:28.137190,2026-07-08 11:52:28.268265,0 days 00:00:00.131075,SAMME,1.0,100,42,COMPLETE
492,0.8057142857142857,2026-07-08 11:52:28.268265,2026-07-08 11:52:28.396580,0 days 00:00:00.128315,SAMME,1.0,100,42,COMPLETE
493,0.8057142857142857,2026-07-08 11:52:28.396580,2026-07-08 11:52:28.488245,0 days 00:00:00.091665,SAMME,1.0,100,42,COMPLETE
494,0.8057142857142857,2026-07-08 11:52:28.503976,2026-07-08 11:52:28.611328,0 days 00:00:00.107352,SAMME,1.0,100,42,COMPLETE
495,0.8057142857142857,2026-07-08 11:52:28.612231,2026-07-08 11:52:28.743812,0 days 00:00:00.131581,SAMME,1.0,100,42,COMPLETE
496,0.8057142857142857,2026-07-08 11:52:28.743812,2026-07-08 11:52:28.843830,0 days 00:00:00.100018,SAMME,1.0,100,42,COMPLETE
497,0.8057142857142857,2026-07-08 11:52:28.859944,2026-07-08 11:52:28.971865,0 days 00:00:00.111921,SAMME,1.0,100,42,COMPLETE
498,0.7942857142857143,2026-07-08 11:52:28.971865,2026-07-08 11:52:29.080295,0 days 00:00:00.108430,SAMME,0.8,100,42,COMPLETE
499,0.8057142857142857,2026-07-08 11:52:29.080295,2026-07-08 11:52:29.191424,0 days 00:00:00.111129,SAMME,1.0,100,42,COMPLETE
